Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos
Keane Lewis-Potter,eng ENG,DFMF,Brentford,24,2001,36,22,1972,21.9,3,3,6,3,0,0,1,0,0.14,0.14,0.27,0.14,0.27,41f08ac8,21.9,3,31,9,29.0,1.4155251141552512,0.41,0.1,0.33,0,0,41f08ac8,21.9,,,,,,,,,,,,,,,3,,,,,,41f08ac8,21.9,,,,,,,,,,,,,,,,,,,,,41f08ac8,21.9,,14,,,,,,,,,,,10,,,,41f08ac8,Keane Lewis-Potter__Brentford,0.13698630136986303,0.13698630136986303,0.6392694063926941,0.4566210045662101,1.0958904109589043,DF,MF
Myles Lewis-Skelly,eng ENG,MFDF,Arsenal,18,2006,20,5,709,7.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,5dff6c28,7.9,0,2,0,0.0,0.2531645569620253,0.0,0.0,0.0,0,0,5dff6c28,7.9,,,,,,,,,,,,,,,0,,,,,,5dff6c28,7.9,,,,,,,,,,,,,,,,,,,,,5dff6c28,7.9,,5,,,,,,,,,,,5,,,,5dff6c28,Myles Lewis-Skelly__Arsenal,0.0,0.0,0.6329113924050632,0.6329113924050632,1.2658227848101264,MF,DF
Matthijs de Ligt,nl NED,DF,Manchester Utd,25,1999,13,13,1170,13.0,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,d6e53a3a,13.0,1,11,3,27.3,0.8461538461538461,0.23,0.09,0.33,0,0,d6e53a3a,13.0,,,,,,,,,,,,,,,0,,,,,,d6e53a3a,13.0,,,,,,,,,,,,,,,,,,,,,d6e53a3a,13.0,,13,,,,,,,,,,,11,,,,d6e53a3a,Matthijs de Ligt__Manchester Utd,0.07692307692307693,0.0,1.0,0.8461538461538461,1.8461538461538463,DF,
Victor Lindelöf,se SWE,DFMF,Aston Villa,31,1994,17,11,948,10.5,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,f5deef4c,10.5,0,3,0,0.0,0.2857142857142857,0.0,0.0,0.0,0,0,f5deef4c,10.5,,,,,,,,,,,,,,,1,,,,,,f5deef4c,10.5,,,,,,,,,,,,,,,,,,,,,f5deef4c,10.5,,3,,,,,,,,,,,8,,,,f5deef4c,Victor Lindelöf__Aston Villa,0.0,0.09523809523809523,0.2857142857142857,0.7619047619047619,1.0476190476190477,DF,MF
Tino Livramento,eng ENG,DF,Newcastle,22,2002,17,14,1328,14.8,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,afed6722,14.8,0,3,0,0.0,0.2027027027027027,0.0,0.0,0.0,0,0,afed6722,14.8,,,,,,,,,,,,,,,1,,,,,,afed6722,14.8,,,,,,,,,,,,,,,,,,,,,afed6722,14.8,,14,,,,,,,,,,,2,,,,afed6722,Tino Livramento__Newcastle,0.0,0.06756756756756756,0.9459459459459459,0.13513513513513511,1.081081081081081,DF,
Sean Longstaff,eng ENG,MF,Leeds United,27,1997,23,10,1011,11.2,2,2,4,2,0,0,2,0,0.18,0.18,0.36,0.18,0.36,a2b105e0,11.2,2,16,4,25.0,1.4285714285714286,0.36,0.13,0.5,0,0,a2b105e0,11.2,,,,,,,,,,,,,,,2,,,,,,a2b105e0,11.2,,,,,,,,,,,,,,,,,,,,,a2b105e0,11.2,,24,,,,,,,,,,,12,,,,a2b105e0,Sean Longstaff__Leeds United,0.17857142857142858,0.17857142857142858,2.142857142857143,1.0714285714285714,3.2142857142857144,MF,
Lucas,br BRA,MFDF,Burnley,24,2001,20,15,1409,15.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,5d68f5b2,15.7,0,16,4,25.0,1.019108280254777,0.26,0.0,0.0,0,0,5d68f5b2,15.7,,,,,,,,,,,,,,,0,,,,,,5d68f5b2,15.7,,,,,,,,,,,,,,,,,,,,,5d68f5b2,15.7,,22,,,,,,,,,,,19,,,,5d68f5b2,Lucas__Burnley,0.0,0.0,1.4012738853503186,1.2101910828025477,2.6114649681528666,MF,DF
Florentino Luís,pt POR,MF,Burnley,25,1999,31,25,2105,23.4,0,2,2,0,0,0,6,0,0.0,0.09,0.09,0.0,0.09,881cd6be,23.4,0,13,2,15.4,0.5555555555555556,0.09,0.0,0.0,0,0,881cd6be,23.4,,,,,,,,,,,,,,,2,,,,,,881cd6be,23.4,,,,,,,,,,,,,,,,,,,,,881cd6be,23.4,,49,,,,,,,,,,,40,,,,881cd6be,Florentino Luís__Burnley,0.0,0.08547008547008547,2.094017094017094,1.7094017094017095,3.8034188034188037,MF,
Douglas Luiz,br BRA,MF,Aston Villa,27,1998,13,7,604,6.7,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,6f7d826d,6.7,1,6,4,66.7,0.8955223880597015,0.6,0.17,0.25,0,0,6f7d826d,6.7,,,,,,,,,,,,,,,0,,,,,,6f7d826d,6.7,,,,,,,,,,,,,,,,,,,,,6f7d826d,6.7,,11,,,,,,,,,,,7,,,,6f7d826d,Douglas Luiz__Aston Villa,0.14925373134328357,0.0,1.6417910447761193,1.044776119402985,2.6865671641791042,MF,
Saša Lukić,rs SRB,MF,Fulham,28,1996,26,20,1734,19.3,1,2,3,1,0,0,9,0,0.05,0.1,0.16,0.05,0.16,c6e8cf1f,19.3,1,18,6,33.3,0.9326424870466321,0.31,0.06,0.17,0,0,c6e8cf1f,19.3,,,,,,,,,,,,,,,2,,,,,,c6e8cf1f,19.3,,,,,,,,,,,,,,,,,,,,,c6e8cf1f,19.3,,28,,,,,,,,,,,16,,,,c6e8cf1f,Saša Lukić__Fulham,0.05181347150259067,0.10362694300518134,1.450777202072539,0.8290155440414507,2.2797927461139897,MF,
Ian Maatsen,nl NED,DF,Aston Villa,23,2002,30,17,1605,17.8,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,cab9634e,17.8,0,20,5,25.0,1.1235955056179774,0.28,0.0,0.0,0,0,cab9634e,17.8,,,,,,,,,,,,,,,1,,,,,,cab9634e,17.8,,,,,,,,,,,,,,,,,,,,,cab9634e,17.8,,31,,,,,,,,,,,18,,,,cab9634e,Ian Maatsen__Aston Villa,0.0,0.056179775280898875,1.7415730337078652,1.0112359550561798,2.752808988764045,DF,
Alexis Mac Allister,ar ARG,MF,Liverpool,26,1998,37,31,2658,29.5,2,4,6,2,0,0,7,0,0.07,0.14,0.2,0.07,0.2,83d074ff,29.5,2,52,12,23.1,1.7627118644067796,0.41,0.04,0.17,0,0,83d074ff,29.5,,,,,,,,,,,,,,,4,,,,,,83d074ff,29.5,,,,,,,,,,,,,,,,,,,,,83d074ff,29.5,,27,,,,,,,,,,,18,,,,83d074ff,Alexis Mac Allister__Liverpool,0.06779661016949153,0.13559322033898305,0.9152542372881356,0.6101694915254238,1.5254237288135593,MF,
Noni Madueke,eng ENG,FWMF,Arsenal,23,2002,26,16,1211,13.5,3,1,4,3,0,0,0,0,0.22,0.07,0.3,0.22,0.3,bf34eebd,13.5,3,25,9,36.0,1.8518518518518519,0.67,0.12,0.33,0,0,bf34eebd,13.5,,,,,,,,,,,,,,,1,,,,,,bf34eebd,13.5,,,,,,,,,,,,,,,,,,,,,bf34eebd,13.5,,10,,,,,,,,,,,5,,,,bf34eebd,Noni Madueke__Arsenal,0.2222222222222222,0.07407407407407407,0.7407407407407407,0.37037037037037035,1.1111111111111112,FW,MF
Gabriel Magalhães,br BRA,DF,Arsenal,27,1997,32,30,2751,30.6,3,4,7,3,0,0,4,0,0.1,0.13,0.23,0.1,0.23,67ac5bb8,30.6,3,27,7,25.9,0.8823529411764706,0.23,0.11,0.43,0,0,67ac5bb8,30.6,,,,,,,,,,,,,,,4,,,,,,67ac5bb8,30.6,,,,,,,,,,,,,,,,,,,,,67ac5bb8,30.6,,20,,,,,,,,,,,22,,,,67ac5bb8,Gabriel Magalhães__Arsenal,0.09803921568627451,0.13071895424836602,0.6535947712418301,0.7189542483660131,1.3725490196078431,DF,
Soungoutou Magassa,fr FRA,MF,West Ham,21,2003,22,11,981,10.9,1,0,1,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,dfc5d4fa,10.9,1,7,2,28.6,0.6422018348623852,0.18,0.14,0.5,0,0,dfc5d4fa,10.9,,,,,,,,,,,,,,,0,,,,,,dfc5d4fa,10.9,,,,,,,,,,,,,,,,,,,,,dfc5d4fa,10.9,,23,,,,,,,,,,,17,,,,dfc5d4fa,Soungoutou Magassa__West Ham,0.09174311926605504,0.0,2.110091743119266,1.5596330275229358,3.6697247706422016,MF,
Harry Maguire,eng ENG,DF,Manchester Utd,32,1993,23,19,1653,18.4,1,2,3,1,0,0,3,1,0.05,0.11,0.16,0.05,0.16,d8931174,18.4,1,14,4,28.6,0.7608695652173914,0.22,0.07,0.25,0,0,d8931174,18.4,,,,,,,,,,,,,,,2,,,,,,d8931174,18.4,,,,,,,,,,,,,,,,,,,,,d8931174,18.4,,17,,,,,,,,,,,12,,,,d8931174,Harry Maguire__Manchester Utd,0.05434782608695653,0.10869565217391305,0.923913043478261,0.6521739130434783,1.5760869565217392,DF,
Kobbie Mainoo,eng ENG,MF,Manchester Utd,20,2005,28,16,1662,18.5,1,2,3,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,c6220452,18.5,1,13,3,23.1,0.7027027027027027,0.16,0.08,0.33,0,0,c6220452,18.5,,,,,,,,,,,,,,,2,,,,,,c6220452,18.5,,,,,,,,,,,,,,,,,,,,,c6220452,18.5,,20,,,,,,,,,,,19,,,,c6220452,Kobbie Mainoo__Manchester Utd,0.05405405405405406,0.10810810810810811,1.0810810810810811,1.027027027027027,2.108108108108108,MF,
Donyell Malen,nl NED,FWMF,Aston Villa,26,1999,21,5,656,7.3,4,1,5,4,0,0,0,0,0.55,0.14,0.69,0.55,0.69,116c35df,7.3,4,27,9,33.3,3.6986301369863015,1.23,0.15,0.44,0,0,116c35df,7.3,,,,,,,,,,,,,,,1,,,,,,116c35df,7.3,,,,,,,,,,,,,,,,,,,,,116c35df,7.3,,2,,,,,,,,,,,0,,,,116c35df,Donyell Malen__Aston Villa,0.547945205479452,0.136986301369863,0.273972602739726,0.0,0.273972602739726,FW,MF
Reinildo Mandava,mz MOZ,DF,Sunderland,31,1994,25,23,1966,21.8,0,1,1,0,0,0,7,1,0.0,0.05,0.05,0.0,0.05,c20bdcd7,21.8,0,4,0,0.0,0.18348623853211007,0.0,0.0,0.0,0,0,c20bdcd7,21.8,,,,,,,,,,,,,,,1,,,,,,c20bdcd7,21.8,,,,,,,,,,,,,,,,,,,,,c20bdcd7,21.8,,23,,,,,,,,,,,29,,,,c20bdcd7,Reinildo Mandava__Sunderland,0.0,0.04587155963302752,1.055045871559633,1.3302752293577982,2.385321100917431,DF,
Mateus Mane,pt POR,MF,Wolves,17,2007,27,19,1795,19.9,3,1,4,3,0,0,0,0,0.15,0.05,0.2,0.15,0.2,c15cb409,19.9,3,41,17,41.5,2.0603015075376887,0.85,0.07,0.18,0,0,c15cb409,19.9,,,,,,,,,,,,,,,1,,,,,,c15cb409,19.9,,,,,,,,,,,,,,,,,,,,,c15cb409,19.9,,13,,,,,,,,,,,5,,,,c15cb409,Mateus Mane__Wolves,0.15075376884422112,0.05025125628140704,0.6532663316582915,0.2512562814070352,0.9045226130653267,MF,
Omar Marmoush,eg EGY,FWMF,Manchester City,26,1999,21,8,700,7.8,3,3,6,3,0,0,3,0,0.39,0.39,0.77,0.39,0.77,0e0102eb,7.8,3,30,9,30.0,3.8461538461538463,1.16,0.1,0.33,0,0,0e0102eb,7.8,,,,,,,,,,,,,,,3,,,,,,0e0102eb,7.8,,,,,,,,,,,,,,,,,,,,,0e0102eb,7.8,,8,,,,,,,,,,,2,,,,0e0102eb,Omar Marmoush__Manchester City,0.38461538461538464,0.38461538461538464,1.0256410256410258,0.25641025641025644,1.2820512820512822,FW,MF
Gabriel Martinelli,br BRA,FWMF,Arsenal,24,2001,30,11,1081,12.0,1,4,5,1,0,0,3,0,0.08,0.33,0.42,0.08,0.42,48a5a5d6,12.0,1,29,13,44.8,2.4166666666666665,1.08,0.03,0.08,0,0,48a5a5d6,12.0,,,,,,,,,,,,,,,4,,,,,,48a5a5d6,12.0,,,,,,,,,,,,,,,,,,,,,48a5a5d6,12.0,,8,,,,,,,,,,,1,,,,48a5a5d6,Gabriel Martinelli__Arsenal,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.08333333333333333,0.75,FW,MF
Lisandro Martínez,ar ARG,DF,Manchester Utd,27,1998,18,13,1233,13.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,bac46a10,13.7,0,5,0,0.0,0.36496350364963503,0.0,0.0,0.0,0,0,bac46a10,13.7,,,,,,,,,,,,,,,0,,,,,,bac46a10,13.7,,,,,,,,,,,,,,,,,,,,,bac46a10,13.7,,11,,,,,,,,,,,12,,,,bac46a10,Lisandro Martínez__Manchester Utd,0.0,0.0,0.8029197080291971,0.8759124087591241,1.6788321167883213,DF,
Pape Matar Sarr,sn SEN,MF,Tottenham,22,2002,26,13,1398,15.5,2,4,6,2,0,0,3,0,0.13,0.26,0.39,0.13,0.39,feb5d972,15.5,2,17,6,35.3,1.096774193548387,0.39,0.12,0.33,0,0,feb5d972,15.5,,,,,,,,,,,,,,,4,,,,,,feb5d972,15.5,,,,,,,,,,,,,,,,,,,,,feb5d972,15.5,,21,,,,,,,,,,,14,,,,feb5d972,Pape Matar Sarr__Tottenham,0.12903225806451613,0.25806451612903225,1.3548387096774193,0.9032258064516129,2.2580645161290325,MF,
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,28,1997,32,25,2218,24.6,12,0,12,8,4,4,2,0,0.49,0.0,0.49,0.32,0.32,50e6dc35,24.6,12,63,32,50.8,2.5609756097560976,1.3,0.19,0.38,4,4,50e6dc35,24.6,,,,,,,,,,,,,,,0,,,,,,50e6dc35,24.6,,,,,,,,,,,,,,,,,,,,,50e6dc35,24.6,,4,,,,,,,,,,,6,,,,50e6dc35,Jean-Philippe Mateta__Crystal Palace,0.4878048780487805,0.0,0.16260162601626016,0.24390243902439024,0.4065040650406504,FW,
Konstantinos Mavropanos,gr GRE,DF,West Ham,27,1997,31,27,2534,28.2,3,0,3,3,0,0,2,0,0.11,0.0,0.11,0.11,0.11,00963611,28.2,3,23,8,34.8,0.8156028368794327,0.28,0.13,0.38,0,0,00963611,28.2,,,,,,,,,,,,,,,0,,,,,,00963611,28.2,,,,,,,,,,,,,,,,,,,,,00963611,28.2,,24,,,,,,,,,,,47,,,,00963611,Konstantinos Mavropanos__West Ham,0.10638297872340426,0.0,0.851063829787234,1.6666666666666667,2.517730496453901,DF,
Eliezer Mayenda,es ESP,FWMF,Sunderland,20,2005,20,8,759,8.4,2,0,2,2,0,0,0,0,0.24,0.0,0.24,0.24,0.24,6a021e43,8.4,2,13,6,46.2,1.5476190476190474,0.71,0.15,0.33,0,0,6a021e43,8.4,,,,,,,,,,,,,,,0,,,,,,6a021e43,8.4,,,,,,,,,,,,,,,,,,,,,6a021e43,8.4,,3,,,,,,,,,,,1,,,,6a021e43,Eliezer Mayenda__Sunderland,0.23809523809523808,0.0,0.35714285714285715,0.11904761904761904,0.47619047619047616,FW,MF
Noussair Mazraoui,ma MAR,DFMF,Manchester Utd,27,1997,20,11,985,10.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,b74277a0,10.9,0,5,0,0.0,0.4587155963302752,0.0,0.0,0.0,0,0,b74277a0,10.9,,,,,,,,,,,,,,,0,,,,,,b74277a0,10.9,,,,,,,,,,,,,,,,,,,,,b74277a0,10.9,,15,,,,,,,,,,,11,,,,b74277a0,Noussair Mazraoui__Manchester Utd,0.0,0.0,1.3761467889908257,1.0091743119266054,2.385321100917431,DF,MF
Bryan Mbeumo,cm CMR,MFFW,Manchester Utd,25,1999,33,31,2609,29.0,11,3,14,11,0,0,4,0,0.38,0.1,0.48,0.38,0.48,6afaebf2,29.0,11,73,32,43.8,2.5172413793103448,1.1,0.15,0.34,0,0,6afaebf2,29.0,,,,,,,,,,,,,,,3,,,,,,6afaebf2,29.0,,,,,,,,,,,,,,,,,,,,,6afaebf2,29.0,,11,,,,,,,,,,,7,,,,6afaebf2,Bryan Mbeumo__Manchester Utd,0.3793103448275862,0.10344827586206896,0.3793103448275862,0.2413793103448276,0.6206896551724138,MF,FW
John McGinn,sct SCO,MF,Aston Villa,30,1994,30,28,2137,23.7,5,4,9,5,0,0,5,0,0.21,0.17,0.38,0.21,0.38,90f91999,23.7,5,28,12,42.9,1.1814345991561181,0.51,0.18,0.42,0,0,90f91999,23.7,,,,,,,,,,,,,,,4,,,,,,90f91999,23.7,,,,,,,,,,,,,,,,,,,,,90f91999,23.7,,17,,,,,,,,,,,12,,,,90f91999,John McGinn__Aston Villa,0.2109704641350211,0.16877637130801687,0.7172995780590717,0.5063291139240507,1.2236286919831223,MF,
Dwight McNeil,eng ENG,MF,Everton,25,1999,22,14,1168,13.0,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,fc15fb84,13.0,0,24,5,20.8,1.8461538461538463,0.39,0.0,0.0,0,0,fc15fb84,13.0,,,,,,,,,,,,,,,1,,,,,,fc15fb84,13.0,,,,,,,,,,,,,,,,,,,,,fc15fb84,13.0,,16,,,,,,,,,,,10,,,,fc15fb84,Dwight McNeil__Everton,0.0,0.07692307692307693,1.2307692307692308,0.7692307692307693,2.0,MF,
Hannibal Mejbri,tn TUN,MF,Burnley,22,2003,27,15,1229,13.7,1,4,5,1,0,0,10,0,0.07,0.29,0.37,0.07,0.37,ca22ccb0,13.7,1,19,5,26.3,1.3868613138686132,0.37,0.05,0.2,0,0,ca22ccb0,13.7,,,,,,,,,,,,,,,4,,,,,,ca22ccb0,13.7,,,,,,,,,,,,,,,,,,,,,ca22ccb0,13.7,,17,,,,,,,,,,,7,,,,ca22ccb0,Hannibal Mejbri__Burnley,0.07299270072992702,0.29197080291970806,1.2408759124087592,0.5109489051094891,1.7518248175182483,MF,
Mikel Merino,es ESP,MFFW,Arsenal,29,1996,22,10,1036,11.5,4,3,7,4,0,0,1,0,0.35,0.26,0.61,0.35,0.61,d080ed5e,11.5,4,22,8,36.4,1.9130434782608696,0.69,0.18,0.5,0,0,d080ed5e,11.5,,,,,,,,,,,,,,,3,,,,,,d080ed5e,11.5,,,,,,,,,,,,,,,,,,,,,d080ed5e,11.5,,13,,,,,,,,,,,9,,,,d080ed5e,Mikel Merino__Arsenal,0.34782608695652173,0.2608695652173913,1.1304347826086956,0.782608695652174,1.9130434782608696,MF,FW
Nikola Milenković,rs SRB,DF,Nottingham,27,1997,38,37,3375,37.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,bee704fc,37.5,0,16,1,6.3,0.4266666666666667,0.03,0.0,0.0,0,0,bee704fc,37.5,,,,,,,,,,,,,,,0,,,,,,bee704fc,37.5,,,,,,,,,,,,,,,,,,,,,bee704fc,37.5,,19,,,,,,,,,,,29,,,,bee704fc,Nikola Milenković__Nottingham,0.0,0.0,0.5066666666666667,0.7733333333333333,1.28,DF,
Lewis Miley,eng ENG,MFDF,Newcastle,19,2006,23,15,1496,16.6,1,4,5,1,0,0,0,0,0.06,0.24,0.3,0.06,0.3,2c6835e5,16.6,1,12,4,33.3,0.7228915662650601,0.24,0.08,0.25,0,0,2c6835e5,16.6,,,,,,,,,,,,,,,4,,,,,,2c6835e5,16.6,,,,,,,,,,,,,,,,,,,,,2c6835e5,16.6,,18,,,,,,,,,,,20,,,,2c6835e5,Lewis Miley__Newcastle,0.06024096385542168,0.24096385542168672,1.0843373493975903,1.2048192771084336,2.2891566265060237,MF,DF
James Milner,eng ENG,MF,Brighton,39,1986,20,7,784,8.7,1,1,2,0,1,1,2,0,0.11,0.11,0.23,0.0,0.11,2f90f6b8,8.7,1,8,2,25.0,0.9195402298850576,0.23,0.13,0.5,1,1,2f90f6b8,8.7,,,,,,,,,,,,,,,1,,,,,,2f90f6b8,8.7,,,,,,,,,,,,,,,,,,,,,2f90f6b8,8.7,,9,,,,,,,,,,,5,,,,2f90f6b8,James Milner__Brighton,0.1149425287356322,0.1149425287356322,1.0344827586206897,0.574712643678161,1.6091954022988506,MF,
Tyrone Mings,eng ENG,DF,Aston Villa,32,1993,17,15,1324,14.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8397a50c,14.7,0,9,1,11.1,0.6122448979591837,0.07,0.0,0.0,0,0,8397a50c,14.7,,,,,,,,,,,,,,,0,,,,,,8397a50c,14.7,,,,,,,,,,,,,,,,,,,,,8397a50c,14.7,,2,,,,,,,,,,,11,,,,8397a50c,Tyrone Mings__Aston Villa,0.0,0.0,0.1360544217687075,0.7482993197278912,0.8843537414965987,DF,
Yankuba Minteh,gm GAM,MF,Brighton,21,2004,34,26,2391,26.6,3,4,7,3,0,0,3,0,0.11,0.15,0.26,0.11,0.26,c3cf087d,26.6,3,41,11,26.8,1.5413533834586466,0.41,0.07,0.27,0,0,c3cf087d,26.6,,,,,,,,,,,,,,,4,,,,,,c3cf087d,26.6,,,,,,,,,,,,,,,,,,,,,c3cf087d,26.6,,37,,,,,,,,,,,15,,,,c3cf087d,Yankuba Minteh__Brighton,0.11278195488721804,0.15037593984962405,1.3909774436090225,0.5639097744360902,1.9548872180451127,MF,
Tyrick Mitchell,eng ENG,MF,Crystal Palace,25,1999,38,36,3251,36.1,1,2,3,1,0,0,6,0,0.03,0.06,0.08,0.03,0.08,5cbd1eb0,36.1,1,19,7,36.8,0.5263157894736842,0.19,0.05,0.14,0,0,5cbd1eb0,36.1,,,,,,,,,,,,,,,2,,,,,,5cbd1eb0,36.1,,,,,,,,,,,,,,,,,,,,,5cbd1eb0,36.1,,65,,,,,,,,,,,33,,,,5cbd1eb0,Tyrick Mitchell__Crystal Palace,0.027700831024930747,0.055401662049861494,1.8005540166204985,0.9141274238227146,2.714681440443213,MF,
Kaoru Mitoma,jp JPN,MFFW,Brighton,28,1997,25,19,1721,19.1,3,1,4,3,0,0,5,0,0.16,0.05,0.21,0.16,0.21,74618572,19.1,3,32,13,40.6,1.6753926701570678,0.68,0.09,0.23,0,0,74618572,19.1,,,,,,,,,,,,,,,1,,,,,,74618572,19.1,,,,,,,,,,,,,,,,,,,,,74618572,19.1,,12,,,,,,,,,,,8,,,,74618572,Kaoru Mitoma__Brighton,0.15706806282722513,0.05235602094240837,0.6282722513089005,0.41884816753926696,1.0471204188481675,MF,FW
Morato,br BRA,DF,Nottingham,24,2001,21,14,1345,14.9,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,0f41e2ee,14.9,1,5,2,40.0,0.33557046979865773,0.13,0.2,0.5,0,0,0f41e2ee,14.9,,,,,,,,,,,,,,,0,,,,,,0f41e2ee,14.9,,,,,,,,,,,,,,,,,,,,,0f41e2ee,14.9,,18,,,,,,,,,,,11,,,,0f41e2ee,Morato__Nottingham,0.06711409395973154,0.0,1.2080536912751678,0.7382550335570469,1.9463087248322146,DF,
Cristhian Mosquera,es ESP,DF,Arsenal,21,2004,20,9,994,11.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,dc1ce4f5,11.0,0,1,0,0.0,0.09090909090909091,0.0,0.0,0.0,0,0,dc1ce4f5,11.0,,,,,,,,,,,,,,,0,,,,,,dc1ce4f5,11.0,,,,,,,,,,,,,,,,,,,,,dc1ce4f5,11.0,,21,,,,,,,,,,,8,,,,dc1ce4f5,Cristhian Mosquera__Arsenal,0.0,0.0,1.9090909090909092,0.7272727272727273,2.6363636363636362,DF,
Yerson Mosquera,co COL,DF,Wolves,24,2001,27,24,2136,23.7,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,1e159d70,23.7,0,30,6,20.0,1.2658227848101267,0.25,0.0,0.0,0,0,1e159d70,23.7,,,,,,,,,,,,,,,0,,,,,,1e159d70,23.7,,,,,,,,,,,,,,,,,,,,,1e159d70,23.7,,36,,,,,,,,,,,25,,,,1e159d70,Yerson Mosquera__Wolves,0.0,0.0,1.518987341772152,1.0548523206751055,2.5738396624472575,DF,
Mason Mount,eng ENG,MF,Manchester Utd,26,1999,23,12,1017,11.3,3,0,3,3,0,0,2,0,0.27,0.0,0.27,0.27,0.27,9674002f,11.3,3,19,5,26.3,1.6814159292035398,0.44,0.16,0.6,0,0,9674002f,11.3,,,,,,,,,,,,,,,0,,,,,,9674002f,11.3,,,,,,,,,,,,,,,,,,,,,9674002f,11.3,,13,,,,,,,,,,,9,,,,9674002f,Mason Mount__Manchester Utd,0.2654867256637168,0.0,1.1504424778761062,0.7964601769911503,1.9469026548672566,MF,
Nordi Mukiele,fr FRA,DF,Sunderland,27,1997,32,32,2784,30.9,3,3,6,3,0,0,5,0,0.1,0.1,0.19,0.1,0.19,ac73ec79,30.9,3,26,4,15.4,0.8414239482200647,0.13,0.12,0.75,0,0,ac73ec79,30.9,,,,,,,,,,,,,,,3,,,,,,ac73ec79,30.9,,,,,,,,,,,,,,,,,,,,,ac73ec79,30.9,,45,,,,,,,,,,,37,,,,ac73ec79,Nordi Mukiele__Sunderland,0.0970873786407767,0.0970873786407767,1.4563106796116505,1.197411003236246,2.6537216828478964,DF,
Marshall Munetsi,zw ZIM,MFFW,Wolves,29,1996,13,9,875,9.7,1,1,2,1,0,0,2,0,0.1,0.1,0.21,0.1,0.21,2acf0cd7,9.7,1,14,6,42.9,1.4432989690721651,0.62,0.07,0.17,0,0,2acf0cd7,9.7,,,,,,,,,,,,,,,1,,,,,,2acf0cd7,9.7,,,,,,,,,,,,,,,,,,,,,2acf0cd7,9.7,,13,,,,,,,,,,,5,,,,2acf0cd7,Marshall Munetsi__Wolves,0.10309278350515465,0.10309278350515465,1.3402061855670104,0.5154639175257733,1.8556701030927836,MF,FW
Rodrigo Muniz,br BRA,FW,Fulham,24,2001,21,10,1000,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,a755db8c,11.1,1,32,5,15.6,2.882882882882883,0.45,0.03,0.2,0,0,a755db8c,11.1,,,,,,,,,,,,,,,1,,,,,,a755db8c,11.1,,,,,,,,,,,,,,,,,,,,,a755db8c,11.1,,3,,,,,,,,,,,2,,,,a755db8c,Rodrigo Muniz__Fulham,0.0900900900900901,0.0900900900900901,0.2702702702702703,0.1801801801801802,0.45045045045045046,FW,
