Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos
Hugo Ekitike,fr FRA,FW,Liverpool,23,2002,28,21,1803,20.0,11,4,15,11,0,0,0,0,0.55,0.2,0.75,0.55,0.75,5b92d896,20.0,11,65,19,29.2,3.25,0.95,0.17,0.58,0,0,5b92d896,20.0,,,,,,,,,,,,,,,4,,,,,,5b92d896,20.0,,,,,,,,,,,,,,,,,,,,,5b92d896,20.0,,7,,,,,,,,,,,4,,,,5b92d896,Hugo Ekitike__Liverpool,0.55,0.2,0.35,0.2,0.55,FW,
Anthony Elanga,se SWE,FWMF,Newcastle,23,2002,32,14,1319,14.7,0,1,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07,2fba6108,14.7,0,17,4,23.5,1.1564625850340136,0.27,0.0,0.0,0,0,2fba6108,14.7,,,,,,,,,,,,,,,1,,,,,,2fba6108,14.7,,,,,,,,,,,,,,,,,,,,,2fba6108,14.7,,11,,,,,,,,,,,3,,,,2fba6108,Anthony Elanga__Newcastle,0.0,0.06802721088435375,0.7482993197278912,0.20408163265306123,0.9523809523809524,FW,MF
Maxime Estève,fr FRA,DF,Burnley,23,2002,34,34,2932,32.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1a066e69,32.6,0,10,1,10.0,0.3067484662576687,0.03,0.0,0.0,0,0,1a066e69,32.6,,,,,,,,,,,,,,,0,,,,,,1a066e69,32.6,,,,,,,,,,,,,,,,,,,,,1a066e69,32.6,,27,,,,,,,,,,,37,,,,1a066e69,Maxime Estève__Burnley,0.0,0.0,0.8282208588957055,1.1349693251533741,1.9631901840490797,DF,
Evanilson,br BRA,FW,Bournemouth,25,1999,36,32,2742,30.5,6,1,7,6,0,0,2,0,0.2,0.03,0.23,0.2,0.23,6f3cc2fe,30.5,6,72,23,31.9,2.360655737704918,0.75,0.08,0.26,0,0,6f3cc2fe,30.5,,,,,,,,,,,,,,,1,,,,,,6f3cc2fe,30.5,,,,,,,,,,,,,,,,,,,,,6f3cc2fe,30.5,,5,,,,,,,,,,,6,,,,6f3cc2fe,Evanilson__Bournemouth,0.19672131147540983,0.03278688524590164,0.16393442622950818,0.19672131147540983,0.36065573770491804,FW,
Eberechi Eze,eng ENG,MFFW,Arsenal,27,1998,32,21,1812,20.1,7,2,9,7,0,0,1,0,0.35,0.1,0.45,0.35,0.45,ae4fc6a4,20.1,7,57,18,31.6,2.835820895522388,0.89,0.12,0.39,0,0,ae4fc6a4,20.1,,,,,,,,,,,,,,,2,,,,,,ae4fc6a4,20.1,,,,,,,,,,,,,,,,,,,,,ae4fc6a4,20.1,,13,,,,,,,,,,,11,,,,ae4fc6a4,Eberechi Eze__Arsenal,0.34825870646766166,0.09950248756218905,0.6467661691542288,0.5472636815920398,1.1940298507462686,MF,FW
Bruno Fernandes,pt POR,MF,Manchester Utd,30,1994,35,35,3063,34.0,9,21,30,5,4,6,5,0,0.26,0.62,0.88,0.15,0.76,507c7bdf,34.0,9,85,24,28.2,2.5,0.71,0.11,0.38,4,6,507c7bdf,34.0,,,,,,,,,,,,,,,21,,,,,,507c7bdf,34.0,,,,,,,,,,,,,,,,,,,,,507c7bdf,34.0,,35,,,,,,,,,,,21,,,,507c7bdf,Bruno Fernandes__Manchester Utd,0.2647058823529412,0.6176470588235294,1.0294117647058822,0.6176470588235294,1.6470588235294117,MF,
Mateus Fernandes,pt POR,MF,West Ham,21,2004,36,35,3016,33.5,3,4,7,3,0,0,7,0,0.09,0.12,0.21,0.09,0.21,ef491564,33.5,3,28,8,28.6,0.835820895522388,0.24,0.11,0.38,0,0,ef491564,33.5,,,,,,,,,,,,,,,4,,,,,,ef491564,33.5,,,,,,,,,,,,,,,,,,,,,ef491564,33.5,,67,,,,,,,,,,,36,,,,ef491564,Mateus Fernandes__West Ham,0.08955223880597014,0.11940298507462686,2.0,1.0746268656716418,3.074626865671642,MF,
Enzo Fernández,ar ARG,MF,Chelsea,24,2001,36,35,3115,34.6,10,4,14,8,2,2,10,0,0.29,0.12,0.4,0.23,0.35,5ff4ab71,34.6,10,72,31,43.1,2.0809248554913293,0.9,0.14,0.32,2,2,5ff4ab71,34.6,,,,,,,,,,,,,,,4,,,,,,5ff4ab71,34.6,,,,,,,,,,,,,,,,,,,,,5ff4ab71,34.6,,24,,,,,,,,,,,20,,,,5ff4ab71,Enzo Fernández__Chelsea,0.2890173410404624,0.11560693641618497,0.6936416184971098,0.5780346820809248,1.2716763005780347,MF,
Zian Flemming,nl NED,FW,Burnley,26,1998,29,21,1769,19.7,11,0,11,9,2,2,5,0,0.56,0.0,0.56,0.46,0.46,b3f36e72,19.7,11,52,21,40.4,2.6395939086294415,1.07,0.21,0.52,2,2,b3f36e72,19.7,,,,,,,,,,,,,,,0,,,,,,b3f36e72,19.7,,,,,,,,,,,,,,,,,,,,,b3f36e72,19.7,,10,,,,,,,,,,,6,,,,b3f36e72,Zian Flemming__Burnley,0.5583756345177665,0.0,0.5076142131979695,0.30456852791878175,0.8121827411167513,FW,
Phil Foden,eng ENG,MF,Manchester City,25,2000,33,23,2086,23.2,7,5,12,7,0,0,4,0,0.3,0.22,0.52,0.3,0.52,ed1e53f3,23.2,7,55,19,34.5,2.3706896551724137,0.82,0.13,0.37,0,0,ed1e53f3,23.2,,,,,,,,,,,,,,,5,,,,,,ed1e53f3,23.2,,,,,,,,,,,,,,,,,,,,,ed1e53f3,23.2,,16,,,,,,,,,,,10,,,,ed1e53f3,Phil Foden__Manchester City,0.3017241379310345,0.21551724137931036,0.6896551724137931,0.4310344827586207,1.120689655172414,MF,
Wesley Fofana,fr FRA,DF,Chelsea,24,2000,25,20,1722,19.1,0,1,1,0,0,0,9,2,0.0,0.05,0.05,0.0,0.05,132a82f1,19.1,0,8,1,12.5,0.41884816753926696,0.05,0.0,0.0,0,0,132a82f1,19.1,,,,,,,,,,,,,,,1,,,,,,132a82f1,19.1,,,,,,,,,,,,,,,,,,,,,132a82f1,19.1,,11,,,,,,,,,,,38,,,,132a82f1,Wesley Fofana__Chelsea,0.0,0.05235602094240837,0.5759162303664921,1.9895287958115182,2.5654450261780104,DF,
Lyle Foster,za RSA,FWMF,Burnley,24,2000,26,15,1371,15.2,3,2,5,3,0,0,4,0,0.2,0.13,0.33,0.2,0.33,f84a807c,15.2,3,20,6,30.0,1.3157894736842106,0.39,0.15,0.5,0,0,f84a807c,15.2,,,,,,,,,,,,,,,2,,,,,,f84a807c,15.2,,,,,,,,,,,,,,,,,,,,,f84a807c,15.2,,12,,,,,,,,,,,4,,,,f84a807c,Lyle Foster__Burnley,0.19736842105263158,0.13157894736842105,0.7894736842105263,0.2631578947368421,1.0526315789473684,FW,MF
Jeremie Frimpong,nl NED,DFMF,Liverpool,24,2000,21,12,1040,11.6,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,74f2e748,11.6,0,10,2,20.0,0.8620689655172414,0.17,0.0,0.0,0,0,74f2e748,11.6,,,,,,,,,,,,,,,1,,,,,,74f2e748,11.6,,,,,,,,,,,,,,,,,,,,,74f2e748,11.6,,9,,,,,,,,,,,6,,,,74f2e748,Jeremie Frimpong__Liverpool,0.0,0.08620689655172414,0.7758620689655172,0.5172413793103449,1.293103448275862,DF,MF
Cody Gakpo,nl NED,MFFW,Liverpool,26,1999,36,32,2737,30.4,7,5,12,7,0,0,3,0,0.23,0.16,0.39,0.23,0.39,1971591f,30.4,7,87,21,24.1,2.861842105263158,0.69,0.08,0.33,0,0,1971591f,30.4,,,,,,,,,,,,,,,5,,,,,,1971591f,30.4,,,,,,,,,,,,,,,,,,,,,1971591f,30.4,,15,,,,,,,,,,,12,,,,1971591f,Cody Gakpo__Liverpool,0.23026315789473686,0.16447368421052633,0.493421052631579,0.39473684210526316,0.8881578947368421,MF,FW
Conor Gallagher,eng ENG,MF,Tottenham,25,2000,16,14,1184,13.2,1,1,2,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,c2731c10,13.2,1,11,4,36.4,0.8333333333333334,0.3,0.09,0.25,0,0,c2731c10,13.2,,,,,,,,,,,,,,,1,,,,,,c2731c10,13.2,,,,,,,,,,,,,,,,,,,,,c2731c10,13.2,,14,,,,,,,,,,,18,,,,c2731c10,Conor Gallagher__Tottenham,0.07575757575757576,0.07575757575757576,1.0606060606060606,1.3636363636363638,2.4242424242424243,MF,
Alejandro Garnacho,ar ARG,MF,Chelsea,21,2004,24,14,1268,14.1,1,4,5,1,0,0,2,0,0.07,0.28,0.35,0.07,0.35,7aa8adfe,14.1,1,33,7,21.2,2.3404255319148937,0.5,0.03,0.14,0,0,7aa8adfe,14.1,,,,,,,,,,,,,,,4,,,,,,7aa8adfe,14.1,,,,,,,,,,,,,,,,,,,,,7aa8adfe,14.1,,13,,,,,,,,,,,4,,,,7aa8adfe,Alejandro Garnacho__Chelsea,0.07092198581560284,0.28368794326241137,0.9219858156028369,0.28368794326241137,1.2056737588652482,MF,
James Garner,eng ENG,MFDF,Everton,24,2001,38,38,3413,37.9,2,7,9,2,0,0,12,0,0.05,0.18,0.24,0.05,0.24,4e015693,37.9,2,45,14,31.1,1.187335092348285,0.37,0.04,0.14,0,0,4e015693,37.9,,,,,,,,,,,,,,,7,,,,,,4e015693,37.9,,,,,,,,,,,,,,,,,,,,,4e015693,37.9,,72,,,,,,,,,,,57,,,,4e015693,James Garner__Everton,0.052770448548812667,0.18469656992084432,1.899736147757256,1.503957783641161,3.403693931398417,MF,DF
Lutsharel Geertruida,nl NED,DFMF,Sunderland,25,2000,28,17,1693,18.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,242e1043,18.8,0,11,3,27.3,0.5851063829787234,0.16,0.0,0.0,0,0,242e1043,18.8,,,,,,,,,,,,,,,0,,,,,,242e1043,18.8,,,,,,,,,,,,,,,,,,,,,242e1043,18.8,,22,,,,,,,,,,,20,,,,242e1043,Lutsharel Geertruida__Sunderland,0.0,0.0,1.1702127659574468,1.0638297872340425,2.234042553191489,DF,MF
Morgan Gibbs-White,eng ENG,MF,Nottingham,25,2000,37,35,3097,34.4,15,4,19,14,1,1,1,0,0.44,0.12,0.55,0.41,0.52,32f60ed8,34.4,15,83,32,38.6,2.412790697674419,0.93,0.18,0.47,1,1,32f60ed8,34.4,,,,,,,,,,,,,,,4,,,,,,32f60ed8,34.4,,,,,,,,,,,,,,,,,,,,,32f60ed8,34.4,,16,,,,,,,,,,,12,,,,32f60ed8,Morgan Gibbs-White__Nottingham,0.436046511627907,0.11627906976744186,0.46511627906976744,0.3488372093023256,0.813953488372093,MF,
João Gomes,br BRA,MF,Wolves,24,2001,35,32,2829,31.4,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,8b57ad2c,31.4,1,19,7,36.8,0.6050955414012739,0.22,0.05,0.14,0,0,8b57ad2c,31.4,,,,,,,,,,,,,,,1,,,,,,8b57ad2c,31.4,,,,,,,,,,,,,,,,,,,,,8b57ad2c,31.4,,68,,,,,,,,,,,36,,,,8b57ad2c,João Gomes__Wolves,0.03184713375796178,0.03184713375796178,2.1656050955414012,1.1464968152866242,3.3121019108280256,MF,
Rodrigo Gomes,pt POR,MFFW,Wolves,22,2003,22,9,960,10.7,3,0,3,3,0,0,0,0,0.28,0.0,0.28,0.28,0.28,8dcf77c0,10.7,3,20,6,30.0,1.869158878504673,0.56,0.15,0.5,0,0,8dcf77c0,10.7,,,,,,,,,,,,,,,0,,,,,,8dcf77c0,10.7,,,,,,,,,,,,,,,,,,,,,8dcf77c0,10.7,,18,,,,,,,,,,,11,,,,8dcf77c0,Rodrigo Gomes__Wolves,0.28037383177570097,0.0,1.6822429906542058,1.0280373831775702,2.710280373831776,MF,FW
Toti Gomes,pt POR,DF,Wolves,26,1999,19,17,1424,15.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,f0caab96,15.8,0,5,2,40.0,0.3164556962025316,0.13,0.0,0.0,0,0,f0caab96,15.8,,,,,,,,,,,,,,,0,,,,,,f0caab96,15.8,,,,,,,,,,,,,,,,,,,,,f0caab96,15.8,,11,,,,,,,,,,,13,,,,f0caab96,Toti Gomes__Wolves,0.0,0.0,0.6962025316455696,0.8227848101265822,1.5189873417721518,DF,
Diego Gómez,py PAR,MFFW,Brighton,22,2003,32,26,2120,23.6,5,1,6,5,0,0,9,0,0.21,0.04,0.25,0.21,0.25,916728da,23.6,5,42,14,33.3,1.7796610169491525,0.59,0.12,0.36,0,0,916728da,23.6,,,,,,,,,,,,,,,1,,,,,,916728da,23.6,,,,,,,,,,,,,,,,,,,,,916728da,23.6,,49,,,,,,,,,,,19,,,,916728da,Diego Gómez__Brighton,0.211864406779661,0.0423728813559322,2.0762711864406778,0.8050847457627118,2.8813559322033897,MF,FW
Joe Gomez,eng ENG,DF,Liverpool,28,1997,21,7,607,6.7,0,2,2,0,0,0,4,0,0.0,0.3,0.3,0.0,0.3,7a11550b,6.7,0,5,1,20.0,0.7462686567164178,0.15,0.0,0.0,0,0,7a11550b,6.7,,,,,,,,,,,,,,,2,,,,,,7a11550b,6.7,,,,,,,,,,,,,,,,,,,,,7a11550b,6.7,,7,,,,,,,,,,,8,,,,7a11550b,Joe Gomez__Liverpool,0.0,0.29850746268656714,1.044776119402985,1.1940298507462686,2.2388059701492535,DF,
Nicolás González,es ESP,MF,Manchester City,23,2002,25,17,1569,17.4,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,2c56a792,17.4,1,14,2,14.3,0.8045977011494253,0.11,0.07,0.5,0,0,2c56a792,17.4,,,,,,,,,,,,,,,0,,,,,,2c56a792,17.4,,,,,,,,,,,,,,,,,,,,,2c56a792,17.4,,30,,,,,,,,,,,24,,,,2c56a792,Nicolás González__Manchester City,0.0574712643678161,0.0,1.7241379310344829,1.3793103448275863,3.1034482758620694,MF,
Anthony Gordon,eng ENG,FW,Newcastle,24,2001,26,24,1795,19.9,6,2,8,3,3,3,3,1,0.3,0.1,0.4,0.15,0.25,2bd83368,19.9,6,48,20,41.7,2.412060301507538,1.0,0.13,0.3,3,3,2bd83368,19.9,,,,,,,,,,,,,,,2,,,,,,2bd83368,19.9,,,,,,,,,,,,,,,,,,,,,2bd83368,19.9,,13,,,,,,,,,,,3,,,,2bd83368,Anthony Gordon__Newcastle,0.30150753768844224,0.10050251256281408,0.6532663316582915,0.15075376884422112,0.8040201005025126,FW,
Ryan Gravenberch,nl NED,MF,Liverpool,23,2002,36,34,2992,33.2,5,3,8,5,0,0,5,0,0.15,0.09,0.24,0.15,0.24,b8e740fb,33.2,5,38,13,34.2,1.1445783132530118,0.39,0.13,0.38,0,0,b8e740fb,33.2,,,,,,,,,,,,,,,3,,,,,,b8e740fb,33.2,,,,,,,,,,,,,,,,,,,,,b8e740fb,33.2,,35,,,,,,,,,,,44,,,,b8e740fb,Ryan Gravenberch__Liverpool,0.1506024096385542,0.09036144578313252,1.0542168674698795,1.325301204819277,2.3795180722891565,MF,
Archie Gray,eng ENG,MFDF,Tottenham,19,2006,24,18,1478,16.4,2,2,4,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,f58515f5,16.4,2,11,5,45.5,0.6707317073170732,0.3,0.18,0.4,0,0,f58515f5,16.4,,,,,,,,,,,,,,,2,,,,,,f58515f5,16.4,,,,,,,,,,,,,,,,,,,,,f58515f5,16.4,,8,,,,,,,,,,,17,,,,f58515f5,Archie Gray__Tottenham,0.12195121951219513,0.12195121951219513,0.48780487804878053,1.0365853658536586,1.524390243902439,MF,DF
Jack Grealish,eng ENG,MF,Everton,29,1995,20,18,1627,18.1,2,6,8,2,0,0,5,1,0.11,0.33,0.44,0.11,0.44,b0b4fd3e,18.1,2,26,8,30.8,1.43646408839779,0.44,0.08,0.25,0,0,b0b4fd3e,18.1,,,,,,,,,,,,,,,6,,,,,,b0b4fd3e,18.1,,,,,,,,,,,,,,,,,,,,,b0b4fd3e,18.1,,15,,,,,,,,,,,11,,,,b0b4fd3e,Jack Grealish__Everton,0.11049723756906077,0.3314917127071823,0.8287292817679557,0.6077348066298343,1.43646408839779,MF,
Pascal Groß,de GER,MF,Brighton,34,1991,19,18,1636,18.2,1,3,4,1,0,0,2,0,0.06,0.17,0.22,0.06,0.22,8aec0537,18.2,1,18,9,50.0,0.989010989010989,0.5,0.06,0.11,0,0,8aec0537,18.2,,,,,,,,,,,,,,,3,,,,,,8aec0537,18.2,,,,,,,,,,,,,,,,,,,,,8aec0537,18.2,,17,,,,,,,,,,,11,,,,8aec0537,Pascal Groß__Brighton,0.054945054945054944,0.16483516483516483,0.9340659340659341,0.6043956043956045,1.5384615384615385,MF,
Brajan Gruda,de GER,MF,Brighton,21,2004,18,8,719,8.0,1,1,2,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25,ae9b998d,8.0,1,16,6,37.5,2.0,0.75,0.06,0.17,0,0,ae9b998d,8.0,,,,,,,,,,,,,,,1,,,,,,ae9b998d,8.0,,,,,,,,,,,,,,,,,,,,,ae9b998d,8.0,,5,,,,,,,,,,,2,,,,ae9b998d,Brajan Gruda__Brighton,0.125,0.125,0.625,0.25,0.875,MF,
Ilia Gruev,bg BUL,MF,Leeds United,25,2000,23,15,1323,14.7,0,3,3,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2,1fc4f3d1,14.7,0,7,1,14.3,0.4761904761904762,0.07,0.0,0.0,0,0,1fc4f3d1,14.7,,,,,,,,,,,,,,,3,,,,,,1fc4f3d1,14.7,,,,,,,,,,,,,,,,,,,,,1fc4f3d1,14.7,,13,,,,,,,,,,,14,,,,1fc4f3d1,Ilia Gruev__Leeds United,0.0,0.20408163265306123,0.8843537414965987,0.9523809523809524,1.836734693877551,MF,
Gabriel Gudmundsson,se SWE,DFMF,Leeds United,26,1999,32,31,2631,29.2,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,d5d22a58,29.2,0,18,3,16.7,0.6164383561643836,0.1,0.0,0.0,0,0,d5d22a58,29.2,,,,,,,,,,,,,,,0,,,,,,d5d22a58,29.2,,,,,,,,,,,,,,,,,,,,,d5d22a58,29.2,,47,,,,,,,,,,,28,,,,d5d22a58,Gabriel Gudmundsson__Leeds United,0.0,0.0,1.6095890410958904,0.9589041095890412,2.568493150684932,DF,MF
Marc Guéhi,eng ENG,DF,Crystal Palace,25,2000,20,20,1800,20.0,2,2,4,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2,d0706b27,20.0,2,15,4,26.7,0.75,0.2,0.13,0.5,0,0,d0706b27,20.0,,,,,,,,,,,,,,,2,,,,,,d0706b27,20.0,,,,,,,,,,,,,,,,,,,,,d0706b27,20.0,,19,,,,,,,,,,,24,,,,d0706b27,Marc Guéhi__Crystal Palace,0.1,0.1,0.95,1.2,2.15,DF,
Marc Guéhi,eng ENG,DF,Manchester City,25,2000,15,15,1350,15.0,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,d0706b27,15.0,1,17,5,29.4,1.1333333333333333,0.33,0.06,0.2,0,0,d0706b27,15.0,,,,,,,,,,,,,,,1,,,,,,d0706b27,15.0,,,,,,,,,,,,,,,,,,,,,d0706b27,15.0,,12,,,,,,,,,,,25,,,,d0706b27,Marc Guéhi__Manchester City,0.06666666666666667,0.06666666666666667,0.8,1.6666666666666667,2.466666666666667,DF,
Idrissa Gueye,sn SEN,MF,Everton,35,1989,25,25,2093,23.3,2,3,5,2,0,0,1,1,0.09,0.13,0.22,0.09,0.22,72c812f3,23.3,2,29,7,24.1,1.2446351931330473,0.3,0.07,0.29,0,0,72c812f3,23.3,,,,,,,,,,,,,,,3,,,,,,72c812f3,23.3,,,,,,,,,,,,,,,,,,,,,72c812f3,23.3,,21,,,,,,,,,,,29,,,,72c812f3,Idrissa Gueye__Everton,0.08583690987124463,0.12875536480686695,0.9012875536480687,1.2446351931330473,2.1459227467811157,MF,
Bruno Guimarães,br BRA,MF,Newcastle,27,1997,29,27,2453,27.3,9,5,14,7,2,2,6,0,0.33,0.18,0.51,0.26,0.44,82518f62,27.3,9,42,23,54.8,1.5384615384615383,0.84,0.21,0.39,2,2,82518f62,27.3,,,,,,,,,,,,,,,5,,,,,,82518f62,27.3,,,,,,,,,,,,,,,,,,,,,82518f62,27.3,,41,,,,,,,,,,,16,,,,82518f62,Bruno Guimarães__Newcastle,0.32967032967032966,0.18315018315018314,1.5018315018315018,0.5860805860805861,2.087912087912088,MF,
Malo Gusto,fr FRA,DFMF,Chelsea,22,2003,34,26,2261,25.1,2,3,5,2,0,0,5,1,0.08,0.12,0.2,0.08,0.2,d56b9520,25.1,2,12,6,50.0,0.4780876494023904,0.24,0.17,0.33,0,0,d56b9520,25.1,,,,,,,,,,,,,,,3,,,,,,d56b9520,25.1,,,,,,,,,,,,,,,,,,,,,d56b9520,25.1,,23,,,,,,,,,,,30,,,,d56b9520,Malo Gusto__Chelsea,0.0796812749003984,0.1195219123505976,0.9163346613545816,1.195219123505976,2.1115537848605577,DF,MF
Joško Gvardiol,hr CRO,DF,Manchester City,23,2002,18,16,1372,15.2,2,2,4,2,0,0,2,0,0.13,0.13,0.26,0.13,0.26,5ad50391,15.2,2,17,6,35.3,1.118421052631579,0.39,0.12,0.33,0,0,5ad50391,15.2,,,,,,,,,,,,,,,2,,,,,,5ad50391,15.2,,,,,,,,,,,,,,,,,,,,,5ad50391,15.2,,13,,,,,,,,,,,16,,,,5ad50391,Joško Gvardiol__Manchester City,0.13157894736842105,0.13157894736842105,0.8552631578947368,1.0526315789473684,1.9078947368421053,DF,
Viktor Gyökeres,se SWE,FW,Arsenal,27,1998,36,26,2224,24.7,14,1,15,11,3,3,5,0,0.57,0.04,0.61,0.45,0.49,4d5a9185,24.7,14,55,22,40.0,2.2267206477732793,0.89,0.25,0.64,3,3,4d5a9185,24.7,,,,,,,,,,,,,,,1,,,,,,4d5a9185,24.7,,,,,,,,,,,,,,,,,,,,,4d5a9185,24.7,,5,,,,,,,,,,,1,,,,4d5a9185,Viktor Gyökeres__Arsenal,0.5668016194331984,0.04048582995951417,0.20242914979757085,0.04048582995951417,0.24291497975708504,FW,
Erling Haaland,no NOR,FW,Manchester City,25,2000,35,34,2953,32.8,27,8,35,24,3,4,2,0,0.82,0.24,1.07,0.73,0.98,1f44ac21,32.8,27,126,59,46.8,3.8414634146341466,1.8,0.21,0.46,3,4,1f44ac21,32.8,,,,,,,,,,,,,,,8,,,,,,1f44ac21,32.8,,,,,,,,,,,,,,,,,,,,,1f44ac21,32.8,,7,,,,,,,,,,,4,,,,1f44ac21,Erling Haaland__Manchester City,0.8231707317073171,0.24390243902439027,0.2134146341463415,0.12195121951219513,0.3353658536585366,FW,
Lewis Hall,eng ENG,DF,Newcastle,20,2004,30,24,2181,24.2,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,da011f18,24.2,1,25,6,24.0,1.0330578512396695,0.25,0.04,0.17,0,0,da011f18,24.2,,,,,,,,,,,,,,,1,,,,,,da011f18,24.2,,,,,,,,,,,,,,,,,,,,,da011f18,24.2,,31,,,,,,,,,,,29,,,,da011f18,Lewis Hall__Newcastle,0.04132231404958678,0.04132231404958678,1.28099173553719,1.1983471074380165,2.479338842975207,DF,
Quilindschy Hartman,nl NED,DF,Burnley,23,2001,21,21,1825,20.3,0,5,5,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,39e1138f,20.3,0,9,3,33.3,0.44334975369458124,0.15,0.0,0.0,0,0,39e1138f,20.3,,,,,,,,,,,,,,,5,,,,,,39e1138f,20.3,,,,,,,,,,,,,,,,,,,,,39e1138f,20.3,,31,,,,,,,,,,,32,,,,39e1138f,Quilindschy Hartman__Burnley,0.0,0.24630541871921183,1.5270935960591132,1.5763546798029555,3.103448275862069,DF,
Jorrel Hato,nl NED,DF,Chelsea,19,2006,22,12,1148,12.8,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,bde35051,12.8,0,4,0,0.0,0.3125,0.0,0.0,0.0,0,0,bde35051,12.8,,,,,,,,,,,,,,,0,,,,,,bde35051,12.8,,,,,,,,,,,,,,,,,,,,,bde35051,12.8,,19,,,,,,,,,,,17,,,,bde35051,Jorrel Hato__Chelsea,0.0,0.0,1.484375,1.328125,2.8125,DF,
Ayden Heaven,eng ENG,DF,Manchester Utd,18,2006,17,11,924,10.3,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,64e17fab,10.3,0,3,0,0.0,0.2912621359223301,0.0,0.0,0.0,0,0,64e17fab,10.3,,,,,,,,,,,,,,,1,,,,,,64e17fab,10.3,,,,,,,,,,,,,,,,,,,,,64e17fab,10.3,,13,,,,,,,,,,,1,,,,64e17fab,Ayden Heaven__Manchester Utd,0.0,0.0970873786407767,1.262135922330097,0.0970873786407767,1.3592233009708736,DF,
Jan Paul van Hecke,nl NED,DF,Brighton,25,2000,36,36,3210,35.7,3,3,6,3,0,0,9,0,0.08,0.08,0.17,0.08,0.17,4fd08daa,35.7,3,23,10,43.5,0.6442577030812324,0.28,0.13,0.3,0,0,4fd08daa,35.7,,,,,,,,,,,,,,,3,,,,,,4fd08daa,35.7,,,,,,,,,,,,,,,,,,,,,4fd08daa,35.7,,31,,,,,,,,,,,45,,,,4fd08daa,Jan Paul van Hecke__Brighton,0.08403361344537814,0.08403361344537814,0.8683473389355741,1.2605042016806722,2.1288515406162465,DF,
Hwang Hee-chan,kr KOR,FWMF,Wolves,29,1996,26,18,1446,16.1,2,2,4,1,1,1,5,0,0.12,0.12,0.25,0.06,0.19,169fd162,16.1,2,19,6,31.6,1.1801242236024843,0.37,0.11,0.33,1,1,169fd162,16.1,,,,,,,,,,,,,,,2,,,,,,169fd162,16.1,,,,,,,,,,,,,,,,,,,,,169fd162,16.1,,4,,,,,,,,,,,12,,,,169fd162,Hwang Hee-chan__Wolves,0.12422360248447203,0.12422360248447203,0.24844720496894407,0.7453416149068323,0.9937888198757763,FW,MF
Jordan Henderson,eng ENG,MF,Brentford,35,1990,32,22,1919,21.3,1,3,4,1,0,0,6,0,0.05,0.14,0.19,0.05,0.19,935e6b8f,21.3,1,6,1,16.7,0.28169014084507044,0.05,0.17,1.0,0,0,935e6b8f,21.3,,,,,,,,,,,,,,,3,,,,,,935e6b8f,21.3,,,,,,,,,,,,,,,,,,,,,935e6b8f,21.3,,14,,,,,,,,,,,16,,,,935e6b8f,Jordan Henderson__Brentford,0.046948356807511735,0.14084507042253522,0.6572769953051643,0.7511737089201878,1.408450704225352,MF,
