stint_id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos,cluster,pca_x,pca_y
Ryan Gravenberch__Liverpool,Ryan Gravenberch,nl NED,MF,Liverpool,23,2002,36,34,2992,33.2,5,3,8,5,0,0,5,0,0.15,0.09,0.24,0.15,0.24,b8e740fb,33.2,5,38,13,34.2,1.1445783132530118,0.39,0.13,0.38,0,0,b8e740fb,33.2,,,,,,,,,,,,,,,3,,,,,,b8e740fb,33.2,,,,,,,,,,,,,,,,,,,,,b8e740fb,33.2,,35,,,,,,,,,,,44,,,,b8e740fb,0.1506024096385542,0.0903614457831325,1.0542168674698795,1.325301204819277,2.3795180722891565,MF,,3,-0.42365788449936126,1.2852109074102083
Archie Gray__Tottenham,Archie Gray,eng ENG,MFDF,Tottenham,19,2006,24,18,1478,16.4,2,2,4,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,f58515f5,16.4,2,11,5,45.5,0.6707317073170732,0.3,0.18,0.4,0,0,f58515f5,16.4,,,,,,,,,,,,,,,2,,,,,,f58515f5,16.4,,,,,,,,,,,,,,,,,,,,,f58515f5,16.4,,8,,,,,,,,,,,17,,,,f58515f5,0.1219512195121951,0.1219512195121951,0.4878048780487805,1.0365853658536586,1.524390243902439,MF,DF,3,0.8050839167461585,0.8606854971462212
Jack Grealish__Everton,Jack Grealish,eng ENG,MF,Everton,29,1995,20,18,1627,18.1,2,6,8,2,0,0,5,1,0.11,0.33,0.44,0.11,0.44,b0b4fd3e,18.1,2,26,8,30.8,1.43646408839779,0.44,0.08,0.25,0,0,b0b4fd3e,18.1,,,,,,,,,,,,,,,6,,,,,,b0b4fd3e,18.1,,,,,,,,,,,,,,,,,,,,,b0b4fd3e,18.1,,15,,,,,,,,,,,11,,,,b0b4fd3e,0.1104972375690607,0.3314917127071823,0.8287292817679557,0.6077348066298343,1.43646408839779,MF,,1,0.678511040449477,-1.0111131168292176
Pascal Groß__Brighton,Pascal Groß,de GER,MF,Brighton,34,1991,19,18,1636,18.2,1,3,4,1,0,0,2,0,0.06,0.17,0.22,0.06,0.22,8aec0537,18.2,1,18,9,50.0,0.989010989010989,0.5,0.06,0.11,0,0,8aec0537,18.2,,,,,,,,,,,,,,,3,,,,,,8aec0537,18.2,,,,,,,,,,,,,,,,,,,,,8aec0537,18.2,,17,,,,,,,,,,,11,,,,8aec0537,0.0549450549450549,0.1648351648351648,0.934065934065934,0.6043956043956045,1.5384615384615383,MF,,1,0.15279564606801194,-0.6276271783432953
Brajan Gruda__Brighton,Brajan Gruda,de GER,MF,Brighton,21,2004,18,8,719,8.0,1,1,2,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25,ae9b998d,8.0,1,16,6,37.5,2.0,0.75,0.06,0.17,0,0,ae9b998d,8.0,,,,,,,,,,,,,,,1,,,,,,ae9b998d,8.0,,,,,,,,,,,,,,,,,,,,,ae9b998d,8.0,,5,,,,,,,,,,,2,,,,ae9b998d,0.125,0.125,0.625,0.25,0.875,MF,,1,1.3848989728155463,-1.4586072995474766
Ilia Gruev__Leeds United,Ilia Gruev,bg BUL,MF,Leeds United,25,2000,23,15,1323,14.7,0,3,3,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2,1fc4f3d1,14.7,0,7,1,14.3,0.4761904761904762,0.07,0.0,0.0,0,0,1fc4f3d1,14.7,,,,,,,,,,,,,,,3,,,,,,1fc4f3d1,14.7,,,,,,,,,,,,,,,,,,,,,1fc4f3d1,14.7,,13,,,,,,,,,,,14,,,,1fc4f3d1,0.0,0.2040816326530612,0.8843537414965987,0.9523809523809524,1.836734693877551,MF,,0,-1.6742146244817901,-1.6294610796639664
Gabriel Gudmundsson__Leeds United,Gabriel Gudmundsson,se SWE,DFMF,Leeds United,26,1999,32,31,2631,29.2,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,d5d22a58,29.2,0,18,3,16.7,0.6164383561643836,0.1,0.0,0.0,0,0,d5d22a58,29.2,,,,,,,,,,,,,,,0,,,,,,d5d22a58,29.2,,,,,,,,,,,,,,,,,,,,,d5d22a58,29.2,,47,,,,,,,,,,,28,,,,d5d22a58,0.0,0.0,1.6095890410958904,0.9589041095890412,2.568493150684932,DF,MF,0,-2.6492024854454175,-0.35653405880412403
Marc Guéhi__Crystal Palace,Marc Guéhi,eng ENG,DF,Crystal Palace,25,2000,20,20,1800,20.0,2,2,4,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2,d0706b27,20.0,2,15,4,26.7,0.75,0.2,0.13,0.5,0,0,d0706b27,20.0,,,,,,,,,,,,,,,2,,,,,,d0706b27,20.0,,,,,,,,,,,,,,,,,,,,,d0706b27,20.0,,19,,,,,,,,,,,24,,,,d0706b27,0.1,0.1,0.95,1.2,2.15,DF,,3,-0.4606925491330911,1.1408352158659185
Marc Guéhi__Manchester City,Marc Guéhi,eng ENG,DF,Manchester City,25,2000,15,15,1350,15.0,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,d0706b27,15.0,1,17,5,29.4,1.1333333333333333,0.33,0.06,0.2,0,0,d0706b27,15.0,,,,,,,,,,,,,,,1,,,,,,d0706b27,15.0,,,,,,,,,,,,,,,,,,,,,d0706b27,15.0,,12,,,,,,,,,,,25,,,,d0706b27,0.0666666666666666,0.0666666666666666,0.8,1.6666666666666667,2.466666666666667,DF,,0,-1.4389272160693882,0.41590445020900396
Idrissa Gueye__Everton,Idrissa Gueye,sn SEN,MF,Everton,35,1989,25,25,2093,23.3,2,3,5,2,0,0,1,1,0.09,0.13,0.22,0.09,0.22,72c812f3,23.3,2,29,7,24.1,1.2446351931330473,0.3,0.07,0.29,0,0,72c812f3,23.3,,,,,,,,,,,,,,,3,,,,,,72c812f3,23.3,,,,,,,,,,,,,,,,,,,,,72c812f3,23.3,,21,,,,,,,,,,,29,,,,72c812f3,0.0858369098712446,0.1287553648068669,0.9012875536480688,1.2446351931330473,2.145922746781116,MF,,0,-0.7814926360793412,0.10233714936578378
Bruno Guimarães__Newcastle,Bruno Guimarães,br BRA,MF,Newcastle,27,1997,29,27,2453,27.3,9,5,14,7,2,2,6,0,0.33,0.18,0.51,0.26,0.44,82518f62,27.3,9,42,23,54.8,1.5384615384615383,0.84,0.21,0.39,2,2,82518f62,27.3,,,,,,,,,,,,,,,5,,,,,,82518f62,27.3,,,,,,,,,,,,,,,,,,,,,82518f62,27.3,,41,,,,,,,,,,,16,,,,82518f62,0.3296703296703296,0.1831501831501831,1.5018315018315018,0.5860805860805861,2.087912087912088,MF,,3,1.5875410085694164,1.8094361358156263
Malo Gusto__Chelsea,Malo Gusto,fr FRA,DFMF,Chelsea,22,2003,34,26,2261,25.1,2,3,5,2,0,0,5,1,0.08,0.12,0.2,0.08,0.2,d56b9520,25.1,2,12,6,50.0,0.4780876494023904,0.24,0.17,0.33,0,0,d56b9520,25.1,,,,,,,,,,,,,,,3,,,,,,d56b9520,25.1,,,,,,,,,,,,,,,,,,,,,d56b9520,25.1,,23,,,,,,,,,,,30,,,,d56b9520,0.0796812749003984,0.1195219123505976,0.9163346613545816,1.195219123505976,2.1115537848605577,DF,MF,3,-0.12837268620553702,1.3753272979661875
Joško Gvardiol__Manchester City,Joško Gvardiol,hr CRO,DF,Manchester City,23,2002,18,16,1372,15.2,2,2,4,2,0,0,2,0,0.13,0.13,0.26,0.13,0.26,5ad50391,15.2,2,17,6,35.3,1.118421052631579,0.39,0.12,0.33,0,0,5ad50391,15.2,,,,,,,,,,,,,,,2,,,,,,5ad50391,15.2,,,,,,,,,,,,,,,,,,,,,5ad50391,15.2,,13,,,,,,,,,,,16,,,,5ad50391,0.131578947368421,0.131578947368421,0.8552631578947368,1.0526315789473684,1.9078947368421053,DF,,3,0.07474917607868624,0.5034178983453772
Viktor Gyökeres__Arsenal,Viktor Gyökeres,se SWE,FW,Arsenal,27,1998,36,26,2224,24.7,14,1,15,11,3,3,5,0,0.57,0.04,0.61,0.45,0.49,4d5a9185,24.7,14,55,22,40.0,2.2267206477732797,0.89,0.25,0.64,3,3,4d5a9185,24.7,,,,,,,,,,,,,,,1,,,,,,4d5a9185,24.7,,,,,,,,,,,,,,,,,,,,,4d5a9185,24.7,,5,,,,,,,,,,,1,,,,4d5a9185,0.5668016194331984,0.0404858299595141,0.2024291497975708,0.0404858299595141,0.242914979757085,FW,,2,4.728798546641912,0.7106654762725597
Erling Haaland__Manchester City,Erling Haaland,no NOR,FW,Manchester City,25,2000,35,34,2953,32.8,27,8,35,24,3,4,2,0,0.82,0.24,1.07,0.73,0.98,1f44ac21,32.8,27,126,59,46.8,3.841463414634146,1.8,0.21,0.46,3,4,1f44ac21,32.8,,,,,,,,,,,,,,,8,,,,,,1f44ac21,32.8,,,,,,,,,,,,,,,,,,,,,1f44ac21,32.8,,7,,,,,,,,,,,4,,,,1f44ac21,0.8231707317073171,0.2439024390243902,0.2134146341463415,0.1219512195121951,0.3353658536585366,FW,,2,6.067352676624301,-0.09620320574753645
Lewis Hall__Newcastle,Lewis Hall,eng ENG,DF,Newcastle,20,2004,30,24,2181,24.2,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,da011f18,24.2,1,25,6,24.0,1.0330578512396695,0.25,0.04,0.17,0,0,da011f18,24.2,,,,,,,,,,,,,,,1,,,,,,da011f18,24.2,,,,,,,,,,,,,,,,,,,,,da011f18,24.2,,31,,,,,,,,,,,29,,,,da011f18,0.0413223140495867,0.0413223140495867,1.28099173553719,1.1983471074380163,2.479338842975207,DF,,0,-1.7381569769983833,0.19167010347791444
Quilindschy Hartman__Burnley,Quilindschy Hartman,nl NED,DF,Burnley,23,2001,21,21,1825,20.3,0,5,5,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,39e1138f,20.3,0,9,3,33.3,0.4433497536945812,0.15,0.0,0.0,0,0,39e1138f,20.3,,,,,,,,,,,,,,,5,,,,,,39e1138f,20.3,,,,,,,,,,,,,,,,,,,,,39e1138f,20.3,,31,,,,,,,,,,,32,,,,39e1138f,0.0,0.2463054187192118,1.5270935960591132,1.5763546798029555,3.103448275862069,DF,,0,-2.8096785988988544,0.05362847368423581
Jorrel Hato__Chelsea,Jorrel Hato,nl NED,DF,Chelsea,19,2006,22,12,1148,12.8,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,bde35051,12.8,0,4,0,0.0,0.3125,0.0,0.0,0.0,0,0,bde35051,12.8,,,,,,,,,,,,,,,0,,,,,,bde35051,12.8,,,,,,,,,,,,,,,,,,,,,bde35051,12.8,,19,,,,,,,,,,,17,,,,bde35051,0.0,0.0,1.484375,1.328125,2.8125,DF,,0,-3.468126983315499,-0.3480621325021507
Ayden Heaven__Manchester Utd,Ayden Heaven,eng ENG,DF,Manchester Utd,18,2006,17,11,924,10.3,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,64e17fab,10.3,0,3,0,0.0,0.2912621359223301,0.0,0.0,0.0,0,0,64e17fab,10.3,,,,,,,,,,,,,,,1,,,,,,64e17fab,10.3,,,,,,,,,,,,,,,,,,,,,64e17fab,10.3,,13,,,,,,,,,,,1,,,,64e17fab,0.0,0.0970873786407767,1.262135922330097,0.0970873786407767,1.3592233009708736,DF,,0,-1.4764243312403758,-2.162409971546476
Jan Paul van Hecke__Brighton,Jan Paul van Hecke,nl NED,DF,Brighton,25,2000,36,36,3210,35.7,3,3,6,3,0,0,9,0,0.08,0.08,0.17,0.08,0.17,4fd08daa,35.7,3,23,10,43.5,0.6442577030812324,0.28,0.13,0.3,0,0,4fd08daa,35.7,,,,,,,,,,,,,,,3,,,,,,4fd08daa,35.7,,,,,,,,,,,,,,,,,,,,,4fd08daa,35.7,,31,,,,,,,,,,,45,,,,4fd08daa,0.0840336134453781,0.0840336134453781,0.8683473389355741,1.2605042016806722,2.1288515406162465,DF,,3,-0.44506443960374686,1.0124001442739166
Hwang Hee-chan__Wolves,Hwang Hee-chan,kr KOR,FWMF,Wolves,29,1996,26,18,1446,16.1,2,2,4,1,1,1,5,0,0.12,0.12,0.25,0.06,0.19,169fd162,16.1,2,19,6,31.6,1.1801242236024845,0.37,0.11,0.33,1,1,169fd162,16.1,,,,,,,,,,,,,,,2,,,,,,169fd162,16.1,,,,,,,,,,,,,,,,,,,,,169fd162,16.1,,4,,,,,,,,,,,12,,,,169fd162,0.124223602484472,0.124223602484472,0.248447204968944,0.7453416149068323,0.9937888198757764,FW,MF,1,1.0547673753161337,-0.655709446506799
Jordan Henderson__Brentford,Jordan Henderson,eng ENG,MF,Brentford,35,1990,32,22,1919,21.3,1,3,4,1,0,0,6,0,0.05,0.14,0.19,0.05,0.19,935e6b8f,21.3,1,6,1,16.7,0.2816901408450704,0.05,0.17,1.0,0,0,935e6b8f,21.3,,,,,,,,,,,,,,,3,,,,,,935e6b8f,21.3,,,,,,,,,,,,,,,,,,,,,935e6b8f,21.3,,14,,,,,,,,,,,16,,,,935e6b8f,0.0469483568075117,0.1408450704225352,0.6572769953051643,0.7511737089201878,1.408450704225352,MF,,3,0.6844259260202223,1.4101751895125394
Rico Henry__Brentford,Rico Henry,jm JAM,DF,Brentford,28,1997,25,14,1328,14.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,8a3c1dc7,14.8,0,5,0,0.0,0.3378378378378378,0.0,0.0,0.0,0,0,8a3c1dc7,14.8,,,,,,,,,,,,,,,1,,,,,,8a3c1dc7,14.8,,,,,,,,,,,,,,,,,,,,,8a3c1dc7,14.8,,11,,,,,,,,,,,7,,,,8a3c1dc7,0.0,0.0675675675675675,0.7432432432432432,0.4729729729729729,1.2162162162162162,DF,,0,-1.3983268445581813,-2.278609064997523
Aaron Hickey__Brentford,Aaron Hickey,sct SCO,DFMF,Brentford,23,2002,21,8,691,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1780bb4a,7.7,0,6,1,16.7,0.7792207792207793,0.13,0.0,0.0,0,0,1780bb4a,7.7,,,,,,,,,,,,,,,0,,,,,,1780bb4a,7.7,,,,,,,,,,,,,,,,,,,,,1780bb4a,7.7,,7,,,,,,,,,,,8,,,,1780bb4a,0.0,0.0,0.9090909090909092,1.0389610389610389,1.948051948051948,DF,MF,0,-1.8849493894134994,-1.0845641561499753
James Hill__Bournemouth,James Hill,eng ENG,DF,Bournemouth,23,2002,29,22,2106,23.4,0,3,3,0,0,0,5,0,0.0,0.13,0.13,0.0,0.13,69942fb3,23.4,0,12,2,16.7,0.5128205128205129,0.09,0.0,0.0,0,0,69942fb3,23.4,,,,,,,,,,,,,,,3,,,,,,69942fb3,23.4,,,,,,,,,,,,,,,,,,,,,69942fb3,23.4,,20,,,,,,,,,,,37,,,,69942fb3,0.0,0.1282051282051282,0.8547008547008548,1.5811965811965814,2.435897435897436,DF,,0,-2.5008332916500597,-0.7704488691755645
Piero Hincapié__Arsenal,Piero Hincapié,ec ECU,DF,Arsenal,23,2002,25,20,1792,19.9,1,2,3,1,0,0,2,0,0.05,0.1,0.15,0.05,0.15,0c7a48f8,19.9,1,3,2,66.7,0.1507537688442211,0.1,0.33,0.5,0,0,0c7a48f8,19.9,,,,,,,,,,,,,,,2,,,,,,0c7a48f8,19.9,,,,,,,,,,,,,,,,,,,,,0c7a48f8,19.9,,26,,,,,,,,,,,26,,,,0c7a48f8,0.050251256281407,0.100502512562814,1.306532663316583,1.306532663316583,2.613065326633166,DF,,3,0.20615900281099525,3.675368524012595
Jack Hinshelwood__Brighton,Jack Hinshelwood,eng ENG,MF,Brighton,20,2005,27,20,1741,19.3,4,3,7,4,0,0,0,0,0.21,0.16,0.36,0.21,0.36,e98211e7,19.3,4,37,15,40.5,1.9170984455958548,0.78,0.11,0.27,0,0,e98211e7,19.3,,,,,,,,,,,,,,,3,,,,,,e98211e7,19.3,,,,,,,,,,,,,,,,,,,,,e98211e7,19.3,,13,,,,,,,,,,,6,,,,e98211e7,0.2072538860103626,0.155440414507772,0.6735751295336787,0.310880829015544,0.9844559585492229,MF,,1,1.8562584837922007,-0.7118259164562014
Callum Hudson-Odoi__Nottingham,Callum Hudson-Odoi,eng ENG,MF,Nottingham,24,2000,30,21,1841,20.5,3,4,7,3,0,0,0,0,0.15,0.2,0.34,0.15,0.34,15f3ec41,20.5,3,30,10,33.3,1.4634146341463414,0.49,0.1,0.3,0,0,15f3ec41,20.5,,,,,,,,,,,,,,,4,,,,,,15f3ec41,20.5,,,,,,,,,,,,,,,,,,,,,15f3ec41,20.5,,7,,,,,,,,,,,8,,,,15f3ec41,0.1463414634146341,0.1951219512195122,0.3414634146341463,0.3902439024390244,0.7317073170731707,MF,,1,1.653771313964033,-1.2068830718998806
Will Hughes__Crystal Palace,Will Hughes,eng ENG,MF,Crystal Palace,30,1995,31,19,1571,17.5,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,a0666d3e,17.5,0,17,0,0.0,0.9714285714285714,0.0,0.0,0.0,0,0,a0666d3e,17.5,,,,,,,,,,,,,,,0,,,,,,a0666d3e,17.5,,,,,,,,,,,,,,,,,,,,,a0666d3e,17.5,,16,,,,,,,,,,,15,,,,a0666d3e,0.0,0.0,0.9142857142857144,0.8571428571428571,1.7714285714285714,MF,,0,-1.903004834273863,-1.6130464939718596
Trai Hume__Sunderland,Trai Hume,nir NIR,DFMF,Sunderland,23,2002,38,34,3036,33.7,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,4fa3a3a4,33.7,2,34,7,20.6,1.0089020771513353,0.21,0.06,0.29,0,0,4fa3a3a4,33.7,,,,,,,,,,,,,,,1,,,,,,4fa3a3a4,33.7,,,,,,,,,,,,,,,,,,,,,4fa3a3a4,33.7,,46,,,,,,,,,,,25,,,,4fa3a3a4,0.059347181008902,0.029673590504451,1.3649851632047476,0.7418397626112759,2.1068249258160234,DF,MF,0,-1.0567713076014635,0.1548243302048108
Bashir Humphreys__Burnley,Bashir Humphreys,eng ENG,DFMF,Burnley,22,2003,20,17,1578,17.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,d2b32e91,17.5,0,9,3,33.3,0.5142857142857142,0.17,0.0,0.0,0,0,d2b32e91,17.5,,,,,,,,,,,,,,,0,,,,,,d2b32e91,17.5,,,,,,,,,,,,,,,,,,,,,d2b32e91,17.5,,17,,,,,,,,,,,11,,,,d2b32e91,0.0,0.0,0.9714285714285714,0.6285714285714286,1.6,DF,MF,0,-1.1947396252822262,-1.1274824205535956
Omari Hutchinson__Nottingham,Omari Hutchinson,eng ENG,MF,Nottingham,21,2003,31,17,1688,18.8,1,5,6,1,0,0,1,0,0.05,0.27,0.32,0.05,0.32,bd9553e6,18.8,1,25,11,44.0,1.3297872340425532,0.59,0.04,0.09,0,0,bd9553e6,18.8,,,,,,,,,,,,,,,5,,,,,,bd9553e6,18.8,,,,,,,,,,,,,,,,,,,,,bd9553e6,18.8,,11,,,,,,,,,,,11,,,,bd9553e6,0.0531914893617021,0.2659574468085106,0.5851063829787234,0.5851063829787234,1.1702127659574468,MF,,1,0.621773275005902,-1.5836709867567742
Tim Iroegbunam__Everton,Tim Iroegbunam,eng ENG,MF,Everton,22,2003,29,17,1487,16.5,0,2,2,0,0,0,9,0,0.0,0.12,0.12,0.0,0.12,84c5ceea,16.5,0,12,1,8.3,0.7272727272727273,0.06,0.0,0.0,0,0,84c5ceea,16.5,,,,,,,,,,,,,,,2,,,,,,84c5ceea,16.5,,,,,,,,,,,,,,,,,,,,,84c5ceea,16.5,,44,,,,,,,,,,,22,,,,84c5ceea,0.0,0.1212121212121212,2.6666666666666665,1.3333333333333333,4.0,MF,,0,-4.320041347402013,0.8348668869852339
Alexander Isak__Liverpool,Alexander Isak,se SWE,FW,Liverpool,25,1999,14,8,699,7.8,3,1,4,3,0,0,0,0,0.39,0.13,0.52,0.39,0.52,8e92be30,7.8,3,17,6,35.3,2.17948717948718,0.77,0.18,0.5,0,0,8e92be30,7.8,,,,,,,,,,,,,,,1,,,,,,8e92be30,7.8,,,,,,,,,,,,,,,,,,,,,8e92be30,7.8,,6,,,,,,,,,,,0,,,,8e92be30,0.3846153846153846,0.1282051282051282,0.7692307692307693,0.0,0.7692307692307693,FW,,2,3.17660417379631,0.10741575451468931
Wilson Isidor__Sunderland,Wilson Isidor,ht HAI,FW,Sunderland,24,2000,32,11,1165,12.9,6,0,6,6,0,0,1,0,0.46,0.0,0.46,0.46,0.46,a671316d,12.9,6,43,17,39.5,3.333333333333333,1.31,0.14,0.35,0,0,a671316d,12.9,,,,,,,,,,,,,,,0,,,,,,a671316d,12.9,,,,,,,,,,,,,,,,,,,,,a671316d,12.9,,8,,,,,,,,,,,2,,,,a671316d,0.4651162790697674,0.0,0.6201550387596899,0.1550387596899224,0.7751937984496123,FW,,2,3.475426635729714,-0.2133932220071722
Alex Iwobi__Fulham,Alex Iwobi,ng NGA,MF,Fulham,29,1996,29,29,2419,26.9,4,3,7,4,0,0,3,0,0.15,0.11,0.26,0.15,0.26,6ca5ec4b,26.9,4,39,15,38.5,1.449814126394052,0.56,0.1,0.27,0,0,6ca5ec4b,26.9,,,,,,,,,,,,,,,3,,,,,,6ca5ec4b,26.9,,,,,,,,,,,,,,,,,,,,,6ca5ec4b,26.9,,18,,,,,,,,,,,15,,,,6ca5ec4b,0.1486988847583643,0.1115241635687732,0.6691449814126395,0.5576208178438662,1.2267657992565058,MF,,1,1.0281472768537463,-0.44444340031635876
Reece James__Chelsea,Reece James,eng ENG,DFMF,Chelsea,25,1999,29,20,1963,21.8,2,4,6,2,0,0,4,0,0.09,0.18,0.28,0.09,0.28,1265a93a,21.8,2,22,7,31.8,1.0091743119266054,0.32,0.09,0.29,0,0,1265a93a,21.8,,,,,,,,,,,,,,,4,,,,,,1265a93a,21.8,,,,,,,,,,,,,,,,,,,,,1265a93a,21.8,,33,,,,,,,,,,,32,,,,1265a93a,0.091743119266055,0.18348623853211,1.5137614678899085,1.4678899082568806,2.981651376146789,DF,MF,3,-1.5582953203174732,1.2362308415653032
Vitaly Janelt__Brentford,Vitaly Janelt,de GER,MF,Brentford,27,1998,25,15,1443,16.0,1,4,5,1,0,0,8,0,0.06,0.25,0.31,0.06,0.31,8449d35e,16.0,1,12,3,25.0,0.75,0.19,0.08,0.33,0,0,8449d35e,16.0,,,,,,,,,,,,,,,4,,,,,,8449d35e,16.0,,,,,,,,,,,,,,,,,,,,,8449d35e,16.0,,17,,,,,,,,,,,27,,,,8449d35e,0.0625,0.25,1.0625,1.6875,2.75,MF,,0,-1.5829854415322993,0.7406288904032468
Mathias Jensen__Brentford,Mathias Jensen,dk DEN,MF,Brentford,29,1996,36,26,2247,25.0,3,1,4,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,0f134faf,25.0,3,29,8,27.6,1.16,0.32,0.1,0.38,0,0,0f134faf,25.0,,,,,,,,,,,,,,,1,,,,,,0f134faf,25.0,,,,,,,,,,,,,,,,,,,,,0f134faf,25.0,,23,,,,,,,,,,,21,,,,0f134faf,0.12,0.04,0.92,0.84,1.76,MF,,3,-0.024711592894513298,0.3567556918122538
Igor Jesus__Nottingham,Igor Jesus,br BRA,FW,Nottingham,24,2001,37,28,2298,25.5,6,4,10,5,1,1,2,0,0.23,0.16,0.39,0.2,0.35,dbe24cce,25.5,6,70,21,30.0,2.7450980392156863,0.82,0.09,0.29,1,1,dbe24cce,25.5,,,,,,,,,,,,,,,4,,,,,,dbe24cce,25.5,,,,,,,,,,,,,,,,,,,,,dbe24cce,25.5,,16,,,,,,,,,,,2,,,,dbe24cce,0.2352941176470588,0.1568627450980392,0.6274509803921569,0.0784313725490196,0.7058823529411765,FW,,1,2.393659619937259,-1.3896166950742452
Álex Jiménez__Bournemouth,Álex Jiménez,es ESP,DFMF,Bournemouth,20,2005,31,26,2317,25.7,1,0,1,1,0,0,10,0,0.04,0.0,0.04,0.04,0.04,faa13947,25.7,1,21,4,19.0,0.8171206225680934,0.16,0.05,0.25,0,0,faa13947,25.7,,,,,,,,,,,,,,,0,,,,,,faa13947,25.7,,,,,,,,,,,,,,,,,,,,,faa13947,25.7,,45,,,,,,,,,,,27,,,,faa13947,0.0389105058365758,0.0,1.7509727626459144,1.050583657587549,2.8015564202334637,DF,MF,0,-2.2018942845285308,0.822225626850417
Raúl Jiménez__Fulham,Raúl Jiménez,mx MEX,FW,Fulham,34,1991,36,27,2189,24.3,9,3,12,5,4,4,5,0,0.37,0.12,0.49,0.21,0.33,b561db50,24.3,9,73,18,24.7,3.0041152263374484,0.74,0.12,0.5,4,4,b561db50,24.3,,,,,,,,,,,,,,,3,,,,,,b561db50,24.3,,,,,,,,,,,,,,,,,,,,,b561db50,24.3,,20,,,,,,,,,,,7,,,,b561db50,0.3703703703703703,0.1234567901234567,0.823045267489712,0.2880658436213991,1.1111111111111112,FW,,2,2.597534528481312,-0.20753913172728458
João Pedro__Chelsea,João Pedro,br BRA,FWMF,Chelsea,23,2001,35,31,2661,29.6,15,5,20,15,0,0,5,0,0.51,0.17,0.68,0.51,0.68,e8832875,29.6,15,73,28,38.4,2.466216216216216,0.95,0.21,0.54,0,0,e8832875,29.6,,,,,,,,,,,,,,,5,,,,,,e8832875,29.6,,,,,,,,,,,,,,,,,,,,,e8832875,29.6,,17,,,,,,,,,,,6,,,,e8832875,0.5067567567567567,0.1689189189189189,0.5743243243243243,0.2027027027027027,0.777027027027027,FW,MF,2,3.879640315521387,0.4470419571524758
Joelinton__Newcastle,Joelinton,br BRA,MF,Newcastle,28,1996,27,23,1951,21.7,2,1,3,2,0,0,10,0,0.09,0.05,0.14,0.09,0.14,c17bfb65,21.7,2,32,11,34.4,1.4746543778801844,0.51,0.06,0.18,0,0,c17bfb65,21.7,,,,,,,,,,,,,,,1,,,,,,c17bfb65,21.7,,,,,,,,,,,,,,,,,,,,,c17bfb65,21.7,,23,,,,,,,,,,,28,,,,c17bfb65,0.0921658986175115,0.0460829493087557,1.0599078341013826,1.2903225806451613,2.350230414746544,MF,,0,-0.9607002307986067,0.35885083712266136
