stint_id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos,cluster,pca_x,pca_y
Mateus Mane__Wolves,Mateus Mane,pt POR,MF,Wolves,17,2007,27,19,1795,19.9,3,1,4,3,0,0,0,0,0.15,0.05,0.2,0.15,0.2,c15cb409,19.9,3,41,17,41.5,2.0603015075376887,0.85,0.07,0.18,0,0,c15cb409,19.9,,,,,,,,,,,,,,,1,,,,,,c15cb409,19.9,,,,,,,,,,,,,,,,,,,,,c15cb409,19.9,,13,,,,,,,,,,,5,,,,c15cb409,0.1507537688442211,0.050251256281407,0.6532663316582915,0.2512562814070352,0.9045226130653268,MF,,1,1.4907255198796505,-1.094789925804107
Omar Marmoush__Manchester City,Omar Marmoush,eg EGY,FWMF,Manchester City,26,1999,21,8,700,7.8,3,3,6,3,0,0,3,0,0.39,0.39,0.77,0.39,0.77,0e0102eb,7.8,3,30,9,30.0,3.8461538461538463,1.16,0.1,0.33,0,0,0e0102eb,7.8,,,,,,,,,,,,,,,3,,,,,,0e0102eb,7.8,,,,,,,,,,,,,,,,,,,,,0e0102eb,7.8,,8,,,,,,,,,,,2,,,,0e0102eb,0.3846153846153846,0.3846153846153846,1.0256410256410258,0.2564102564102564,1.2820512820512822,FW,MF,1,2.978498573909868,-1.0660040731361604
Gabriel Martinelli__Arsenal,Gabriel Martinelli,br BRA,FWMF,Arsenal,24,2001,30,11,1081,12.0,1,4,5,1,0,0,3,0,0.08,0.33,0.42,0.08,0.42,48a5a5d6,12.0,1,29,13,44.8,2.4166666666666665,1.08,0.03,0.08,0,0,48a5a5d6,12.0,,,,,,,,,,,,,,,4,,,,,,48a5a5d6,12.0,,,,,,,,,,,,,,,,,,,,,48a5a5d6,12.0,,8,,,,,,,,,,,1,,,,48a5a5d6,0.0833333333333333,0.3333333333333333,0.6666666666666666,0.0833333333333333,0.75,FW,MF,1,1.8074457008192963,-2.385882430932727
Lisandro Martínez__Manchester Utd,Lisandro Martínez,ar ARG,DF,Manchester Utd,27,1998,18,13,1233,13.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,bac46a10,13.7,0,5,0,0.0,0.364963503649635,0.0,0.0,0.0,0,0,bac46a10,13.7,,,,,,,,,,,,,,,0,,,,,,bac46a10,13.7,,,,,,,,,,,,,,,,,,,,,bac46a10,13.7,,11,,,,,,,,,,,12,,,,bac46a10,0.0,0.0,0.8029197080291971,0.8759124087591241,1.6788321167883211,DF,,0,-2.0704610709778883,-1.6285091260485955
Pape Matar Sarr__Tottenham,Pape Matar Sarr,sn SEN,MF,Tottenham,22,2002,26,13,1398,15.5,2,4,6,2,0,0,3,0,0.13,0.26,0.39,0.13,0.39,feb5d972,15.5,2,17,6,35.3,1.096774193548387,0.39,0.12,0.33,0,0,feb5d972,15.5,,,,,,,,,,,,,,,4,,,,,,feb5d972,15.5,,,,,,,,,,,,,,,,,,,,,feb5d972,15.5,,21,,,,,,,,,,,14,,,,feb5d972,0.1290322580645161,0.2580645161290322,1.3548387096774193,0.9032258064516128,2.2580645161290325,MF,,3,-0.15763093323925728,0.642020429965678
Jean-Philippe Mateta__Crystal Palace,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,28,1997,32,25,2218,24.6,12,0,12,8,4,4,2,0,0.49,0.0,0.49,0.32,0.32,50e6dc35,24.6,12,63,32,50.8,2.5609756097560976,1.3,0.19,0.38,4,4,50e6dc35,24.6,,,,,,,,,,,,,,,0,,,,,,50e6dc35,24.6,,,,,,,,,,,,,,,,,,,,,50e6dc35,24.6,,4,,,,,,,,,,,6,,,,50e6dc35,0.4878048780487805,0.0,0.1626016260162601,0.2439024390243902,0.4065040650406504,FW,,2,4.06436611833199,0.0901737613328864
Konstantinos Mavropanos__West Ham,Konstantinos Mavropanos,gr GRE,DF,West Ham,27,1997,31,27,2534,28.2,3,0,3,3,0,0,2,0,0.11,0.0,0.11,0.11,0.11,00963611,28.2,3,23,8,34.8,0.8156028368794327,0.28,0.13,0.38,0,0,00963611,28.2,,,,,,,,,,,,,,,0,,,,,,00963611,28.2,,,,,,,,,,,,,,,,,,,,,00963611,28.2,,24,,,,,,,,,,,47,,,,00963611,0.1063829787234042,0.0,0.851063829787234,1.6666666666666667,2.517730496453901,DF,,3,-1.0130666179993457,1.633312448522508
Eliezer Mayenda__Sunderland,Eliezer Mayenda,es ESP,FWMF,Sunderland,20,2005,20,8,759,8.4,2,0,2,2,0,0,0,0,0.24,0.0,0.24,0.24,0.24,6a021e43,8.4,2,13,6,46.2,1.5476190476190474,0.71,0.15,0.33,0,0,6a021e43,8.4,,,,,,,,,,,,,,,0,,,,,,6a021e43,8.4,,,,,,,,,,,,,,,,,,,,,6a021e43,8.4,,3,,,,,,,,,,,1,,,,6a021e43,0.238095238095238,0.0,0.3571428571428571,0.119047619047619,0.4761904761904761,FW,MF,2,2.546362610363159,-0.3877477986669848
Noussair Mazraoui__Manchester Utd,Noussair Mazraoui,ma MAR,DFMF,Manchester Utd,27,1997,20,11,985,10.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,b74277a0,10.9,0,5,0,0.0,0.4587155963302752,0.0,0.0,0.0,0,0,b74277a0,10.9,,,,,,,,,,,,,,,0,,,,,,b74277a0,10.9,,,,,,,,,,,,,,,,,,,,,b74277a0,10.9,,15,,,,,,,,,,,11,,,,b74277a0,0.0,0.0,1.3761467889908257,1.0091743119266054,2.385321100917431,DF,MF,0,-2.857966363165918,-0.8458975396139807
Bryan Mbeumo__Manchester Utd,Bryan Mbeumo,cm CMR,MFFW,Manchester Utd,25,1999,33,31,2609,29.0,11,3,14,11,0,0,4,0,0.38,0.1,0.48,0.38,0.48,6afaebf2,29.0,11,73,32,43.8,2.5172413793103448,1.1,0.15,0.34,0,0,6afaebf2,29.0,,,,,,,,,,,,,,,3,,,,,,6afaebf2,29.0,,,,,,,,,,,,,,,,,,,,,6afaebf2,29.0,,11,,,,,,,,,,,7,,,,6afaebf2,0.3793103448275862,0.1034482758620689,0.3793103448275862,0.2413793103448276,0.6206896551724138,MF,FW,2,3.2759816209708474,-0.4558478791396434
John McGinn__Aston Villa,John McGinn,sct SCO,MF,Aston Villa,30,1994,30,28,2137,23.7,5,4,9,5,0,0,5,0,0.21,0.17,0.38,0.21,0.38,90f91999,23.7,5,28,12,42.9,1.181434599156118,0.51,0.18,0.42,0,0,90f91999,23.7,,,,,,,,,,,,,,,4,,,,,,90f91999,23.7,,,,,,,,,,,,,,,,,,,,,90f91999,23.7,,17,,,,,,,,,,,12,,,,90f91999,0.2109704641350211,0.1687763713080168,0.7172995780590717,0.5063291139240507,1.2236286919831223,MF,,1,1.7491925883889117,0.4513541638272451
Dwight McNeil__Everton,Dwight McNeil,eng ENG,MF,Everton,25,1999,22,14,1168,13.0,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,fc15fb84,13.0,0,24,5,20.8,1.8461538461538465,0.39,0.0,0.0,0,0,fc15fb84,13.0,,,,,,,,,,,,,,,1,,,,,,fc15fb84,13.0,,,,,,,,,,,,,,,,,,,,,fc15fb84,13.0,,16,,,,,,,,,,,10,,,,fc15fb84,0.0,0.0769230769230769,1.2307692307692308,0.7692307692307693,2.0,MF,,0,-1.2427439195994026,-1.2619211440627238
Hannibal Mejbri__Burnley,Hannibal Mejbri,tn TUN,MF,Burnley,22,2003,27,15,1229,13.7,1,4,5,1,0,0,10,0,0.07,0.29,0.37,0.07,0.37,ca22ccb0,13.7,1,19,5,26.3,1.3868613138686132,0.37,0.05,0.2,0,0,ca22ccb0,13.7,,,,,,,,,,,,,,,4,,,,,,ca22ccb0,13.7,,,,,,,,,,,,,,,,,,,,,ca22ccb0,13.7,,17,,,,,,,,,,,7,,,,ca22ccb0,0.072992700729927,0.291970802919708,1.2408759124087592,0.5109489051094891,1.7518248175182485,MF,,1,-0.1076593755273472,-0.9825052079704613
Mikel Merino__Arsenal,Mikel Merino,es ESP,MFFW,Arsenal,29,1996,22,10,1036,11.5,4,3,7,4,0,0,1,0,0.35,0.26,0.61,0.35,0.61,d080ed5e,11.5,4,22,8,36.4,1.9130434782608696,0.69,0.18,0.5,0,0,d080ed5e,11.5,,,,,,,,,,,,,,,3,,,,,,d080ed5e,11.5,,,,,,,,,,,,,,,,,,,,,d080ed5e,11.5,,13,,,,,,,,,,,9,,,,d080ed5e,0.3478260869565217,0.2608695652173913,1.1304347826086956,0.782608695652174,1.9130434782608696,MF,FW,1,1.6940277637156698,1.1301066940990232
Nikola Milenković__Nottingham,Nikola Milenković,rs SRB,DF,Nottingham,27,1997,38,37,3375,37.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,bee704fc,37.5,0,16,1,6.3,0.4266666666666667,0.03,0.0,0.0,0,0,bee704fc,37.5,,,,,,,,,,,,,,,0,,,,,,bee704fc,37.5,,,,,,,,,,,,,,,,,,,,,bee704fc,37.5,,19,,,,,,,,,,,29,,,,bee704fc,0.0,0.0,0.5066666666666667,0.7733333333333333,1.28,DF,,0,-1.442398712982315,-1.9718713375981516
Lewis Miley__Newcastle,Lewis Miley,eng ENG,MFDF,Newcastle,19,2006,23,15,1496,16.6,1,4,5,1,0,0,0,0,0.06,0.24,0.3,0.06,0.3,2c6835e5,16.6,1,12,4,33.3,0.7228915662650601,0.24,0.08,0.25,0,0,2c6835e5,16.6,,,,,,,,,,,,,,,4,,,,,,2c6835e5,16.6,,,,,,,,,,,,,,,,,,,,,2c6835e5,16.6,,18,,,,,,,,,,,20,,,,2c6835e5,0.0602409638554216,0.2409638554216867,1.0843373493975903,1.2048192771084336,2.289156626506024,MF,DF,3,-0.9212304790700099,0.22520041586813785
James Milner__Brighton,James Milner,eng ENG,MF,Brighton,39,1986,20,7,784,8.7,1,1,2,0,1,1,2,0,0.11,0.11,0.23,0.0,0.11,2f90f6b8,8.7,1,8,2,25.0,0.9195402298850576,0.23,0.13,0.5,1,1,2f90f6b8,8.7,,,,,,,,,,,,,,,1,,,,,,2f90f6b8,8.7,,,,,,,,,,,,,,,,,,,,,2f90f6b8,8.7,,9,,,,,,,,,,,5,,,,2f90f6b8,0.1149425287356322,0.1149425287356322,1.0344827586206895,0.574712643678161,1.6091954022988506,MF,,3,0.37144860985944583,0.47192429489910165
Tyrone Mings__Aston Villa,Tyrone Mings,eng ENG,DF,Aston Villa,32,1993,17,15,1324,14.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8397a50c,14.7,0,9,1,11.1,0.6122448979591837,0.07,0.0,0.0,0,0,8397a50c,14.7,,,,,,,,,,,,,,,0,,,,,,8397a50c,14.7,,,,,,,,,,,,,,,,,,,,,8397a50c,14.7,,2,,,,,,,,,,,11,,,,8397a50c,0.0,0.0,0.1360544217687075,0.7482993197278912,0.8843537414965987,DF,,0,-0.8075508670952986,-2.3590468578446284
Yankuba Minteh__Brighton,Yankuba Minteh,gm GAM,MF,Brighton,21,2004,34,26,2391,26.6,3,4,7,3,0,0,3,0,0.11,0.15,0.26,0.11,0.26,c3cf087d,26.6,3,41,11,26.8,1.5413533834586466,0.41,0.07,0.27,0,0,c3cf087d,26.6,,,,,,,,,,,,,,,4,,,,,,c3cf087d,26.6,,,,,,,,,,,,,,,,,,,,,c3cf087d,26.6,,37,,,,,,,,,,,15,,,,c3cf087d,0.112781954887218,0.150375939849624,1.3909774436090223,0.5639097744360902,1.954887218045113,MF,,1,-0.1726861729772159,-0.15328205563905997
Tyrick Mitchell__Crystal Palace,Tyrick Mitchell,eng ENG,MF,Crystal Palace,25,1999,38,36,3251,36.1,1,2,3,1,0,0,6,0,0.03,0.06,0.08,0.03,0.08,5cbd1eb0,36.1,1,19,7,36.8,0.5263157894736842,0.19,0.05,0.14,0,0,5cbd1eb0,36.1,,,,,,,,,,,,,,,2,,,,,,5cbd1eb0,36.1,,,,,,,,,,,,,,,,,,,,,5cbd1eb0,36.1,,65,,,,,,,,,,,33,,,,5cbd1eb0,0.0277008310249307,0.0554016620498614,1.8005540166204983,0.9141274238227146,2.714681440443213,MF,,0,-1.9342592743638198,0.7253733563431848
Kaoru Mitoma__Brighton,Kaoru Mitoma,jp JPN,MFFW,Brighton,28,1997,25,19,1721,19.1,3,1,4,3,0,0,5,0,0.16,0.05,0.21,0.16,0.21,74618572,19.1,3,32,13,40.6,1.6753926701570678,0.68,0.09,0.23,0,0,74618572,19.1,,,,,,,,,,,,,,,1,,,,,,74618572,19.1,,,,,,,,,,,,,,,,,,,,,74618572,19.1,,12,,,,,,,,,,,8,,,,74618572,0.1570680628272251,0.0523560209424083,0.6282722513089005,0.4188481675392669,1.0471204188481675,MF,FW,1,1.2659636737870466,-0.6591178531561294
Morato__Nottingham,Morato,br BRA,DF,Nottingham,24,2001,21,14,1345,14.9,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,0f41e2ee,14.9,1,5,2,40.0,0.3355704697986577,0.13,0.2,0.5,0,0,0f41e2ee,14.9,,,,,,,,,,,,,,,0,,,,,,0f41e2ee,14.9,,,,,,,,,,,,,,,,,,,,,0f41e2ee,14.9,,18,,,,,,,,,,,11,,,,0f41e2ee,0.0671140939597315,0.0,1.2080536912751678,0.7382550335570469,1.9463087248322144,DF,,3,0.00925003872695001,1.833523686297009
Cristhian Mosquera__Arsenal,Cristhian Mosquera,es ESP,DF,Arsenal,21,2004,20,9,994,11.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,dc1ce4f5,11.0,0,1,0,0.0,0.0909090909090909,0.0,0.0,0.0,0,0,dc1ce4f5,11.0,,,,,,,,,,,,,,,0,,,,,,dc1ce4f5,11.0,,,,,,,,,,,,,,,,,,,,,dc1ce4f5,11.0,,21,,,,,,,,,,,8,,,,dc1ce4f5,0.0,0.0,1.9090909090909087,0.7272727272727273,2.636363636363636,DF,,0,-3.255469001177125,-0.5009879816693659
Yerson Mosquera__Wolves,Yerson Mosquera,co COL,DF,Wolves,24,2001,27,24,2136,23.7,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,1e159d70,23.7,0,30,6,20.0,1.2658227848101269,0.25,0.0,0.0,0,0,1e159d70,23.7,,,,,,,,,,,,,,,0,,,,,,1e159d70,23.7,,,,,,,,,,,,,,,,,,,,,1e159d70,23.7,,36,,,,,,,,,,,25,,,,1e159d70,0.0,0.0,1.518987341772152,1.0548523206751057,2.573839662447257,DF,,0,-2.3175990717226562,-0.3886312432026334
Mason Mount__Manchester Utd,Mason Mount,eng ENG,MF,Manchester Utd,26,1999,23,12,1017,11.3,3,0,3,3,0,0,2,0,0.27,0.0,0.27,0.27,0.27,9674002f,11.3,3,19,5,26.3,1.6814159292035398,0.44,0.16,0.6,0,0,9674002f,11.3,,,,,,,,,,,,,,,0,,,,,,9674002f,11.3,,,,,,,,,,,,,,,,,,,,,9674002f,11.3,,13,,,,,,,,,,,9,,,,9674002f,0.2654867256637168,0.0,1.1504424778761062,0.7964601769911503,1.9469026548672568,MF,,3,0.8256908959909937,1.5657095654447521
Nordi Mukiele__Sunderland,Nordi Mukiele,fr FRA,DF,Sunderland,27,1997,32,32,2784,30.9,3,3,6,3,0,0,5,0,0.1,0.1,0.19,0.1,0.19,ac73ec79,30.9,3,26,4,15.4,0.8414239482200647,0.13,0.12,0.75,0,0,ac73ec79,30.9,,,,,,,,,,,,,,,3,,,,,,ac73ec79,30.9,,,,,,,,,,,,,,,,,,,,,ac73ec79,30.9,,45,,,,,,,,,,,37,,,,ac73ec79,0.0970873786407767,0.0970873786407767,1.4563106796116505,1.197411003236246,2.6537216828478964,DF,,3,-0.9917304440680267,1.9831083060069494
Marshall Munetsi__Wolves,Marshall Munetsi,zw ZIM,MFFW,Wolves,29,1996,13,9,875,9.7,1,1,2,1,0,0,2,0,0.1,0.1,0.21,0.1,0.21,2acf0cd7,9.7,1,14,6,42.9,1.4432989690721651,0.62,0.07,0.17,0,0,2acf0cd7,9.7,,,,,,,,,,,,,,,1,,,,,,2acf0cd7,9.7,,,,,,,,,,,,,,,,,,,,,2acf0cd7,9.7,,13,,,,,,,,,,,5,,,,2acf0cd7,0.1030927835051546,0.1030927835051546,1.3402061855670104,0.5154639175257733,1.855670103092784,MF,FW,1,0.03319240640247948,-0.08959850315046879
Rodrigo Muniz__Fulham,Rodrigo Muniz,br BRA,FW,Fulham,24,2001,21,10,1000,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,a755db8c,11.1,1,32,5,15.6,2.882882882882883,0.45,0.03,0.2,0,0,a755db8c,11.1,,,,,,,,,,,,,,,1,,,,,,a755db8c,11.1,,,,,,,,,,,,,,,,,,,,,a755db8c,11.1,,3,,,,,,,,,,,2,,,,a755db8c,0.0900900900900901,0.0900900900900901,0.2702702702702703,0.1801801801801802,0.4504504504504504,FW,,1,1.6019394823083903,-2.553375155216749
Daniel Muñoz__Crystal Palace,Daniel Muñoz,co COL,MF,Crystal Palace,29,1996,29,29,2399,26.7,4,3,7,4,0,0,7,0,0.15,0.11,0.26,0.15,0.26,778ef829,26.7,4,26,12,46.2,0.9737827715355806,0.45,0.15,0.33,0,0,778ef829,26.7,,,,,,,,,,,,,,,3,,,,,,778ef829,26.7,,,,,,,,,,,,,,,,,,,,,778ef829,26.7,,48,,,,,,,,,,,24,,,,778ef829,0.149812734082397,0.1123595505617977,1.797752808988764,0.898876404494382,2.696629213483146,MF,,3,-0.4900913193446528,1.8660314221357672
Murillo__Nottingham,Murillo,br BRA,DF,Nottingham,23,2002,25,25,2130,23.7,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,1704b0b8,23.7,1,11,4,36.4,0.4641350210970464,0.17,0.09,0.25,0,0,1704b0b8,23.7,,,,,,,,,,,,,,,0,,,,,,1704b0b8,23.7,,,,,,,,,,,,,,,,,,,,,1704b0b8,23.7,,23,,,,,,,,,,,29,,,,1704b0b8,0.0421940928270042,0.0,0.9704641350210972,1.2236286919831223,2.1940928270042197,DF,,3,-1.1754175579401913,0.7535068555102153
Jacob Murphy__Newcastle,Jacob Murphy,eng ENG,FWMF,Newcastle,30,1995,33,19,1617,18.0,3,2,5,3,0,0,2,0,0.17,0.11,0.28,0.17,0.28,de112b84,18.0,3,42,13,31.0,2.333333333333333,0.72,0.07,0.23,0,0,de112b84,18.0,,,,,,,,,,,,,,,2,,,,,,de112b84,18.0,,,,,,,,,,,,,,,,,,,,,de112b84,18.0,,12,,,,,,,,,,,6,,,,de112b84,0.1666666666666666,0.1111111111111111,0.6666666666666666,0.3333333333333333,1.0,FW,MF,1,1.4516813134468576,-1.2190087927164377
Vitaliy Mykolenko__Everton,Vitaliy Mykolenko,ua UKR,DF,Everton,26,1999,33,33,2958,32.9,0,1,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03,30d4a2e5,32.9,0,9,2,22.2,0.2735562310030395,0.06,0.0,0.0,0,0,30d4a2e5,32.9,,,,,,,,,,,,,,,1,,,,,,30d4a2e5,32.9,,,,,,,,,,,,,,,,,,,,,30d4a2e5,32.9,,25,,,,,,,,,,,27,,,,30d4a2e5,0.0,0.0303951367781155,0.7598784194528876,0.8206686930091186,1.580547112462006,DF,,0,-1.5021540211370354,-1.383317536088216
David Møller Wolfe__Wolves,David Møller Wolfe,no NOR,MFDF,Wolves,23,2002,22,11,1049,11.7,0,2,2,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17,9affc5f2,11.7,0,3,0,0.0,0.2564102564102564,0.0,0.0,0.0,0,0,9affc5f2,11.7,,,,,,,,,,,,,,,2,,,,,,9affc5f2,11.7,,,,,,,,,,,,,,,,,,,,,9affc5f2,11.7,,5,,,,,,,,,,,7,,,,9affc5f2,0.0,0.1709401709401709,0.4273504273504274,0.5982905982905983,1.0256410256410258,MF,DF,0,-1.1132334382038473,-2.6988170544187193
Iliman Ndiaye__Everton,Iliman Ndiaye,sn SEN,MF,Everton,25,2000,32,32,2778,30.9,6,3,9,4,2,2,2,0,0.19,0.1,0.29,0.13,0.23,5ed97752,30.9,6,43,22,51.2,1.3915857605177997,0.71,0.14,0.27,2,2,5ed97752,30.9,,,,,,,,,,,,,,,3,,,,,,5ed97752,30.9,,,,,,,,,,,,,,,,,,,,,5ed97752,30.9,,40,,,,,,,,,,,17,,,,5ed97752,0.1941747572815534,0.0970873786407767,1.2944983818770228,0.5501618122977346,1.8446601941747571,MF,,3,0.8285106558614451,0.8230950306104389
Dan Ndoye__Nottingham,Dan Ndoye,ch SUI,MF,Nottingham,24,2000,24,14,1173,13.0,1,1,2,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,8e697a8f,13.0,1,15,4,26.7,1.1538461538461535,0.31,0.07,0.25,0,0,8e697a8f,13.0,,,,,,,,,,,,,,,1,,,,,,8e697a8f,13.0,,,,,,,,,,,,,,,,,,,,,8e697a8f,13.0,,11,,,,,,,,,,,10,,,,8e697a8f,0.0769230769230769,0.0769230769230769,0.8461538461538461,0.7692307692307693,1.6153846153846154,MF,,0,-0.21151313646283187,-0.4169618096636301
Pedro Neto__Chelsea,Pedro Neto,pt POR,MFFW,Chelsea,25,2000,34,30,2631,29.2,5,6,11,5,0,0,4,1,0.17,0.21,0.38,0.17,0.38,7ba2eaa9,29.2,5,46,13,28.3,1.5753424657534247,0.44,0.11,0.38,0,0,7ba2eaa9,29.2,,,,,,,,,,,,,,,6,,,,,,7ba2eaa9,29.2,,,,,,,,,,,,,,,,,,,,,7ba2eaa9,29.2,,11,,,,,,,,,,,6,,,,7ba2eaa9,0.1712328767123287,0.2054794520547945,0.3767123287671233,0.2054794520547945,0.5821917808219178,MF,FW,1,2.0199451027634363,-1.2356672204091979
Lukas Nmecha__Leeds United,Lukas Nmecha,de GER,FW,Leeds United,26,1998,31,10,1083,12.0,6,1,7,4,2,3,0,0,0.5,0.08,0.58,0.33,0.42,0cc5f4a5,12.0,6,30,16,53.3,2.5,1.33,0.2,0.38,2,3,0cc5f4a5,12.0,,,,,,,,,,,,,,,1,,,,,,0cc5f4a5,12.0,,,,,,,,,,,,,,,,,,,,,0cc5f4a5,12.0,,7,,,,,,,,,,,3,,,,0cc5f4a5,0.5,0.0833333333333333,0.5833333333333334,0.25,0.8333333333333334,FW,,2,3.7778596547977332,0.5307609051234644
Matheus Nunes__Manchester City,Matheus Nunes,pt POR,DF,Manchester City,26,1998,34,32,2862,31.8,1,5,6,1,0,0,5,0,0.03,0.16,0.19,0.03,0.19,e6af02e0,31.8,1,7,2,28.6,0.220125786163522,0.06,0.14,0.5,0,0,e6af02e0,31.8,,,,,,,,,,,,,,,5,,,,,,e6af02e0,31.8,,,,,,,,,,,,,,,,,,,,,e6af02e0,31.8,,41,,,,,,,,,,,29,,,,e6af02e0,0.0314465408805031,0.1572327044025157,1.2893081761006289,0.9119496855345912,2.20125786163522,DF,,3,-0.7442857027697295,1.1895904893169187
Jake O'Brien__Everton,Jake O'Brien,ie IRL,DF,Everton,24,2001,37,35,3120,34.7,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,25f2ef01,34.7,1,13,6,46.2,0.3746397694524495,0.17,0.08,0.17,0,0,25f2ef01,34.7,,,,,,,,,,,,,,,1,,,,,,25f2ef01,34.7,,,,,,,,,,,,,,,,,,,,,25f2ef01,34.7,,32,,,,,,,,,,,13,,,,25f2ef01,0.0288184438040345,0.0288184438040345,0.9221902017291066,0.3746397694524495,1.296829971181556,DF,,3,0.028397776064137428,-0.363512445699294
Nico O'Reilly__Manchester City,Nico O'Reilly,eng ENG,DFMF,Manchester City,20,2005,34,29,2646,29.4,5,3,8,5,0,0,5,0,0.17,0.1,0.27,0.17,0.27,91ca4a16,29.4,5,41,15,36.6,1.3945578231292517,0.51,0.12,0.33,0,0,91ca4a16,29.4,,,,,,,,,,,,,,,3,,,,,,91ca4a16,29.4,,,,,,,,,,,,,,,,,,,,,91ca4a16,29.4,,36,,,,,,,,,,,20,,,,91ca4a16,0.1700680272108843,0.1020408163265306,1.2244897959183674,0.6802721088435374,1.9047619047619049,DF,MF,3,0.36731995111167987,0.5931528024565765
Wilson Odobert__Tottenham,Wilson Odobert,fr FRA,MFFW,Tottenham,20,2004,24,10,985,10.9,0,2,2,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,35516eac,10.9,0,21,8,38.1,1.926605504587156,0.73,0.0,0.0,0,0,35516eac,10.9,,,,,,,,,,,,,,,2,,,,,,35516eac,10.9,,,,,,,,,,,,,,,,,,,,,35516eac,10.9,,8,,,,,,,,,,,0,,,,35516eac,0.0,0.18348623853211,0.7339449541284403,0.0,0.7339449541284403,MF,FW,1,0.8578463779575564,-2.5942892225974545
Noah Okafor__Leeds United,Noah Okafor,ch SUI,FWMF,Leeds United,25,2000,28,19,1561,17.3,8,1,9,8,0,0,3,0,0.46,0.06,0.52,0.46,0.52,ca607d59,17.3,8,35,15,42.9,2.0231213872832368,0.86,0.23,0.53,0,0,ca607d59,17.3,,,,,,,,,,,,,,,1,,,,,,ca607d59,17.3,,,,,,,,,,,,,,,,,,,,,ca607d59,17.3,,15,,,,,,,,,,,12,,,,ca607d59,0.4624277456647399,0.0578034682080924,0.8670520231213873,0.6936416184971098,1.560693641618497,FW,MF,2,2.599588037255824,1.7558287068860197
Amadou Onana__Aston Villa,Amadou Onana,be BEL,MF,Aston Villa,23,2001,25,21,1758,19.5,2,0,2,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1,828657ff,19.5,2,19,7,36.8,0.9743589743589745,0.36,0.11,0.29,0,0,828657ff,19.5,,,,,,,,,,,,,,,0,,,,,,828657ff,19.5,,,,,,,,,,,,,,,,,,,,,828657ff,19.5,,30,,,,,,,,,,,19,,,,828657ff,0.1025641025641025,0.0,1.5384615384615383,0.9743589743589745,2.5128205128205128,MF,,3,-0.9624575404369218,1.3289697557579636
William Osula__Newcastle,William Osula,dk DEN,FW,Newcastle,21,2003,24,8,819,9.1,7,0,7,7,0,0,0,0,0.77,0.0,0.77,0.77,0.77,7b355808,9.1,7,23,12,52.2,2.527472527472528,1.32,0.3,0.58,0,0,7b355808,9.1,,,,,,,,,,,,,,,0,,,,,,7b355808,9.1,,,,,,,,,,,,,,,,,,,,,7b355808,9.1,,5,,,,,,,,,,,1,,,,7b355808,0.7692307692307693,0.0,0.5494505494505495,0.1098901098901098,0.6593406593406593,FW,,2,5.274352309046409,1.8372722030022914
