Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id
Niclas Füllkrug,de GER,FW,West Ham,32,1993,8,5,409,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4f16405e,4.5,0,9,3,33.3,1.98,0.66,0.0,0.0,0,0,4f16405e,4.5,,,,,,,,,,,,,,,0,,,,,,4f16405e,4.5,,,,,,,,,,,,,,,,,,,,,4f16405e,4.5,,1,,,,,,,,,,,2,,,,4f16405e,Niclas Füllkrug__West Ham
Kaye Furo,be BEL,FW,Brentford,18,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9fea2579,0.0,0,0,0,,0.0,0.0,,,0,0,9fea2579,0.0,,,,,,,,,,,,,,,0,,,,,,9fea2579,0.0,,,,,,,,,,,,,,,,,,,,,9fea2579,0.0,,0,,,,,,,,,,,0,,,,9fea2579,Kaye Furo__Brentford
Cody Gakpo,nl NED,MFFW,Liverpool,26,1999,36,32,2737,30.4,7,5,12,7,0,0,3,0,0.23,0.16,0.39,0.23,0.39,1971591f,30.4,7,87,21,24.1,2.86,0.69,0.08,0.33,0,0,1971591f,30.4,,,,,,,,,,,,,,,5,,,,,,1971591f,30.4,,,,,,,,,,,,,,,,,,,,,1971591f,30.4,,15,,,,,,,,,,,12,,,,1971591f,Cody Gakpo__Liverpool
Conor Gallagher,eng ENG,MF,Tottenham,25,2000,16,14,1184,13.2,1,1,2,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,c2731c10,13.2,1,11,4,36.4,0.84,0.3,0.09,0.25,0,0,c2731c10,13.2,,,,,,,,,,,,,,,1,,,,,,c2731c10,13.2,,,,,,,,,,,,,,,,,,,,,c2731c10,13.2,,14,,,,,,,,,,,18,,,,c2731c10,Conor Gallagher__Tottenham
Ben Gannon-Doak,sct SCO,MF,Bournemouth,19,2005,8,0,113,1.3,0,1,1,0,0,0,0,0,0.0,0.8,0.8,0.0,0.8,733f1a7d,1.3,0,3,1,33.3,2.39,0.8,0.0,0.0,0,0,733f1a7d,1.3,,,,,,,,,,,,,,,1,,,,,,733f1a7d,1.3,,,,,,,,,,,,,,,,,,,,,733f1a7d,1.3,,2,,,,,,,,,,,1,,,,733f1a7d,Ben Gannon-Doak__Bournemouth
Andrés García,es ESP,DF,Aston Villa,22,2003,6,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40498af1,1.0,0,0,0,,0.0,0.0,,,0,0,40498af1,1.0,,,,,,,,,,,,,,,0,,,,,,40498af1,1.0,,,,,,,,,,,,,,,,,,,,,40498af1,1.0,,4,,,,,,,,,,,0,,,,40498af1,Andrés García__Aston Villa
Alejandro Garnacho,ar ARG,MF,Chelsea,21,2004,24,14,1268,14.1,1,4,5,1,0,0,2,0,0.07,0.28,0.35,0.07,0.35,7aa8adfe,14.1,1,33,7,21.2,2.34,0.5,0.03,0.14,0,0,7aa8adfe,14.1,,,,,,,,,,,,,,,4,,,,,,7aa8adfe,14.1,,,,,,,,,,,,,,,,,,,,,7aa8adfe,14.1,,13,,,,,,,,,,,4,,,,7aa8adfe,Alejandro Garnacho__Chelsea
James Garner,eng ENG,MFDF,Everton,24,2001,38,38,3413,37.9,2,7,9,2,0,0,12,0,0.05,0.18,0.24,0.05,0.24,4e015693,37.9,2,45,14,31.1,1.19,0.37,0.04,0.14,0,0,4e015693,37.9,,,,,,,,,,,,,,,7,,,,,,4e015693,37.9,,,,,,,,,,,,,,,,,,,,,4e015693,37.9,,72,,,,,,,,,,,57,,,,4e015693,James Garner__Everton
Lutsharel Geertruida,nl NED,DFMF,Sunderland,25,2000,28,17,1693,18.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,242e1043,18.8,0,11,3,27.3,0.58,0.16,0.0,0.0,0,0,242e1043,18.8,,,,,,,,,,,,,,,0,,,,,,242e1043,18.8,,,,,,,,,,,,,,,,,,,,,242e1043,18.8,,22,,,,,,,,,,,20,,,,242e1043,Lutsharel Geertruida__Sunderland
Tyrique George,eng ENG,FW,Chelsea,19,2006,4,0,145,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,e6f7797e,1.6,0,3,2,66.7,1.86,1.24,0.0,0.0,0,0,e6f7797e,1.6,,,,,,,,,,,,,,,0,,,,,,e6f7797e,1.6,,,,,,,,,,,,,,,,,,,,,e6f7797e,1.6,,2,,,,,,,,,,,0,,,,e6f7797e,Tyrique George__Chelsea
Tyrique George,eng ENG,MF,Everton,19,2006,11,1,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e6f7797e,2.4,0,7,3,42.9,2.89,1.24,0.0,0.0,0,0,e6f7797e,2.4,,,,,,,,,,,,,,,0,,,,,,e6f7797e,2.4,,,,,,,,,,,,,,,,,,,,,e6f7797e,2.4,,3,,,,,,,,,,,2,,,,e6f7797e,Tyrique George__Everton
Morgan Gibbs-White,eng ENG,MF,Nottingham,25,2000,37,35,3097,34.4,15,4,19,14,1,1,1,0,0.44,0.12,0.55,0.41,0.52,32f60ed8,34.4,15,83,32,38.6,2.41,0.93,0.18,0.47,1,1,32f60ed8,34.4,,,,,,,,,,,,,,,4,,,,,,32f60ed8,34.4,,,,,,,,,,,,,,,,,,,,,32f60ed8,34.4,,16,,,,,,,,,,,12,,,,32f60ed8,Morgan Gibbs-White__Nottingham
Jamie Gittens,eng ENG,MF,Chelsea,20,2004,16,5,495,5.5,0,2,2,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,10745192,5.5,0,10,2,20.0,1.82,0.36,0.0,0.0,0,0,10745192,5.5,,,,,,,,,,,,,,,2,,,,,,10745192,5.5,,,,,,,,,,,,,,,,,,,,,10745192,5.5,,4,,,,,,,,,,,2,,,,10745192,Jamie Gittens__Chelsea
Wilfried Gnonto,it ITA,FW,Leeds United,21,2003,23,4,537,6.0,0,1,1,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17,75fdd638,6.0,0,10,0,0.0,1.68,0.0,0.0,,0,0,75fdd638,6.0,,,,,,,,,,,,,,,1,,,,,,75fdd638,6.0,,,,,,,,,,,,,,,,,,,,,75fdd638,6.0,,13,,,,,,,,,,,3,,,,75fdd638,Wilfried Gnonto__Leeds United
Angel Gomes,eng ENG,MFFW,Wolves,24,2000,12,7,461,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,645a3363,5.1,0,6,2,33.3,1.17,0.39,0.0,0.0,0,0,645a3363,5.1,,,,,,,,,,,,,,,0,,,,,,645a3363,5.1,,,,,,,,,,,,,,,,,,,,,645a3363,5.1,,5,,,,,,,,,,,1,,,,645a3363,Angel Gomes__Wolves
João Gomes,br BRA,MF,Wolves,24,2001,35,32,2829,31.4,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,8b57ad2c,31.4,1,19,7,36.8,0.6,0.22,0.05,0.14,0,0,8b57ad2c,31.4,,,,,,,,,,,,,,,1,,,,,,8b57ad2c,31.4,,,,,,,,,,,,,,,,,,,,,8b57ad2c,31.4,,68,,,,,,,,,,,36,,,,8b57ad2c,João Gomes__Wolves
Rodrigo Gomes,pt POR,MFFW,Wolves,22,2003,22,9,960,10.7,3,0,3,3,0,0,0,0,0.28,0.0,0.28,0.28,0.28,8dcf77c0,10.7,3,20,6,30.0,1.87,0.56,0.15,0.5,0,0,8dcf77c0,10.7,,,,,,,,,,,,,,,0,,,,,,8dcf77c0,10.7,,,,,,,,,,,,,,,,,,,,,8dcf77c0,10.7,,18,,,,,,,,,,,11,,,,8dcf77c0,Rodrigo Gomes__Wolves
Toti Gomes,pt POR,DF,Wolves,26,1999,19,17,1424,15.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,f0caab96,15.8,0,5,2,40.0,0.32,0.13,0.0,0.0,0,0,f0caab96,15.8,,,,,,,,,,,,,,,0,,,,,,f0caab96,15.8,,,,,,,,,,,,,,,,,,,,,f0caab96,15.8,,11,,,,,,,,,,,13,,,,f0caab96,Toti Gomes__Wolves
Diego Gómez,py PAR,MFFW,Brighton,22,2003,32,26,2120,23.6,5,1,6,5,0,0,9,0,0.21,0.04,0.25,0.21,0.25,916728da,23.6,5,42,14,33.3,1.78,0.59,0.12,0.36,0,0,916728da,23.6,,,,,,,,,,,,,,,1,,,,,,916728da,23.6,,,,,,,,,,,,,,,,,,,,,916728da,23.6,,49,,,,,,,,,,,19,,,,916728da,Diego Gómez__Brighton
Joe Gomez,eng ENG,DF,Liverpool,28,1997,21,7,607,6.7,0,2,2,0,0,0,4,0,0.0,0.3,0.3,0.0,0.3,7a11550b,6.7,0,5,1,20.0,0.74,0.15,0.0,0.0,0,0,7a11550b,6.7,,,,,,,,,,,,,,,2,,,,,,7a11550b,6.7,,,,,,,,,,,,,,,,,,,,,7a11550b,6.7,,7,,,,,,,,,,,8,,,,7a11550b,Joe Gomez__Liverpool
Nicolás González,es ESP,MF,Manchester City,23,2002,25,17,1569,17.4,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,2c56a792,17.4,1,14,2,14.3,0.8,0.11,0.07,0.5,0,0,2c56a792,17.4,,,,,,,,,,,,,,,0,,,,,,2c56a792,17.4,,,,,,,,,,,,,,,,,,,,,2c56a792,17.4,,30,,,,,,,,,,,24,,,,2c56a792,Nicolás González__Manchester City
Anthony Gordon,eng ENG,FW,Newcastle,24,2001,26,24,1795,19.9,6,2,8,3,3,3,3,1,0.3,0.1,0.4,0.15,0.25,2bd83368,19.9,6,48,20,41.7,2.41,1.0,0.13,0.3,3,3,2bd83368,19.9,,,,,,,,,,,,,,,2,,,,,,2bd83368,19.9,,,,,,,,,,,,,,,,,,,,,2bd83368,19.9,,13,,,,,,,,,,,3,,,,2bd83368,Anthony Gordon__Newcastle
Ryan Gravenberch,nl NED,MF,Liverpool,23,2002,36,34,2992,33.2,5,3,8,5,0,0,5,0,0.15,0.09,0.24,0.15,0.24,b8e740fb,33.2,5,38,13,34.2,1.14,0.39,0.13,0.38,0,0,b8e740fb,33.2,,,,,,,,,,,,,,,3,,,,,,b8e740fb,33.2,,,,,,,,,,,,,,,,,,,,,b8e740fb,33.2,,35,,,,,,,,,,,44,,,,b8e740fb,Ryan Gravenberch__Liverpool
Archie Gray,eng ENG,MFDF,Tottenham,19,2006,24,18,1478,16.4,2,2,4,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,f58515f5,16.4,2,11,5,45.5,0.67,0.3,0.18,0.4,0,0,f58515f5,16.4,,,,,,,,,,,,,,,2,,,,,,f58515f5,16.4,,,,,,,,,,,,,,,,,,,,,f58515f5,16.4,,8,,,,,,,,,,,17,,,,f58515f5,Archie Gray__Tottenham
Jack Grealish,eng ENG,MF,Everton,29,1995,20,18,1627,18.1,2,6,8,2,0,0,5,1,0.11,0.33,0.44,0.11,0.44,b0b4fd3e,18.1,2,26,8,30.8,1.44,0.44,0.08,0.25,0,0,b0b4fd3e,18.1,,,,,,,,,,,,,,,6,,,,,,b0b4fd3e,18.1,,,,,,,,,,,,,,,,,,,,,b0b4fd3e,18.1,,15,,,,,,,,,,,11,,,,b0b4fd3e,Jack Grealish__Everton
Pascal Groß,de GER,MF,Brighton,34,1991,19,18,1636,18.2,1,3,4,1,0,0,2,0,0.06,0.17,0.22,0.06,0.22,8aec0537,18.2,1,18,9,50.0,0.99,0.5,0.06,0.11,0,0,8aec0537,18.2,,,,,,,,,,,,,,,3,,,,,,8aec0537,18.2,,,,,,,,,,,,,,,,,,,,,8aec0537,18.2,,17,,,,,,,,,,,11,,,,8aec0537,Pascal Groß__Brighton
Brajan Gruda,de GER,MF,Brighton,21,2004,18,8,719,8.0,1,1,2,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25,ae9b998d,8.0,1,16,6,37.5,2.0,0.75,0.06,0.17,0,0,ae9b998d,8.0,,,,,,,,,,,,,,,1,,,,,,ae9b998d,8.0,,,,,,,,,,,,,,,,,,,,,ae9b998d,8.0,,5,,,,,,,,,,,2,,,,ae9b998d,Brajan Gruda__Brighton
Ilia Gruev,bg BUL,MF,Leeds United,25,2000,23,15,1323,14.7,0,3,3,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2,1fc4f3d1,14.7,0,7,1,14.3,0.48,0.07,0.0,0.0,0,0,1fc4f3d1,14.7,,,,,,,,,,,,,,,3,,,,,,1fc4f3d1,14.7,,,,,,,,,,,,,,,,,,,,,1fc4f3d1,14.7,,13,,,,,,,,,,,14,,,,1fc4f3d1,Ilia Gruev__Leeds United
Gabriel Gudmundsson,se SWE,DFMF,Leeds United,26,1999,32,31,2631,29.2,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,d5d22a58,29.2,0,18,3,16.7,0.62,0.1,0.0,0.0,0,0,d5d22a58,29.2,,,,,,,,,,,,,,,0,,,,,,d5d22a58,29.2,,,,,,,,,,,,,,,,,,,,,d5d22a58,29.2,,47,,,,,,,,,,,28,,,,d5d22a58,Gabriel Gudmundsson__Leeds United
Marc Guéhi,eng ENG,DF,Crystal Palace,25,2000,20,20,1800,20.0,2,2,4,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2,d0706b27,20.0,2,15,4,26.7,0.75,0.2,0.13,0.5,0,0,d0706b27,20.0,,,,,,,,,,,,,,,2,,,,,,d0706b27,20.0,,,,,,,,,,,,,,,,,,,,,d0706b27,20.0,,19,,,,,,,,,,,24,,,,d0706b27,Marc Guéhi__Crystal Palace
Marc Guéhi,eng ENG,DF,Manchester City,25,2000,15,15,1350,15.0,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,d0706b27,15.0,1,17,5,29.4,1.13,0.33,0.06,0.2,0,0,d0706b27,15.0,,,,,,,,,,,,,,,1,,,,,,d0706b27,15.0,,,,,,,,,,,,,,,,,,,,,d0706b27,15.0,,12,,,,,,,,,,,25,,,,d0706b27,Marc Guéhi__Manchester City
Evann Guessand,ci CIV,MF,Aston Villa,24,2001,13,6,588,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,b73f17f8,6.5,0,8,5,62.5,1.22,0.77,0.0,0.0,0,0,b73f17f8,6.5,,,,,,,,,,,,,,,1,,,,,,b73f17f8,6.5,,,,,,,,,,,,,,,,,,,,,b73f17f8,6.5,,9,,,,,,,,,,,3,,,,b73f17f8,Evann Guessand__Aston Villa
Evann Guessand,ci CIV,MF,Crystal Palace,24,2001,8,3,330,3.7,1,1,2,1,0,0,0,0,0.27,0.27,0.55,0.27,0.55,b73f17f8,3.7,1,3,1,33.3,0.82,0.27,0.33,1.0,0,0,b73f17f8,3.7,,,,,,,,,,,,,,,1,,,,,,b73f17f8,3.7,,,,,,,,,,,,,,,,,,,,,b73f17f8,3.7,,2,,,,,,,,,,,2,,,,b73f17f8,Evann Guessand__Crystal Palace
Idrissa Gueye,sn SEN,MF,Everton,35,1989,25,25,2093,23.3,2,3,5,2,0,0,1,1,0.09,0.13,0.22,0.09,0.22,72c812f3,23.3,2,29,7,24.1,1.25,0.3,0.07,0.29,0,0,72c812f3,23.3,,,,,,,,,,,,,,,3,,,,,,72c812f3,23.3,,,,,,,,,,,,,,,,,,,,,72c812f3,23.3,,21,,,,,,,,,,,29,,,,72c812f3,Idrissa Gueye__Everton
Luis Guilherme,br BRA,FW,West Ham,19,2006,5,1,125,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b7672d43,1.4,0,1,0,0.0,0.72,0.0,0.0,,0,0,b7672d43,1.4,,,,,,,,,,,,,,,0,,,,,,b7672d43,1.4,,,,,,,,,,,,,,,,,,,,,b7672d43,1.4,,1,,,,,,,,,,,0,,,,b7672d43,Luis Guilherme__West Ham
Bruno Guimarães,br BRA,MF,Newcastle,27,1997,29,27,2453,27.3,9,5,14,7,2,2,6,0,0.33,0.18,0.51,0.26,0.44,82518f62,27.3,9,42,23,54.8,1.54,0.84,0.21,0.39,2,2,82518f62,27.3,,,,,,,,,,,,,,,5,,,,,,82518f62,27.3,,,,,,,,,,,,,,,,,,,,,82518f62,27.3,,41,,,,,,,,,,,16,,,,82518f62,Bruno Guimarães__Newcastle
Marc Guiu,es ESP,FW,Sunderland,19,2006,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d3d774cc,0.2,0,1,0,0.0,6.0,0.0,0.0,,0,0,d3d774cc,0.2,,,,,,,,,,,,,,,0,,,,,,d3d774cc,0.2,,,,,,,,,,,,,,,,,,,,,d3d774cc,0.2,,0,,,,,,,,,,,0,,,,d3d774cc,Marc Guiu__Sunderland
Marc Guiu,es ESP,FW,Chelsea,19,2006,8,1,257,2.9,0,1,1,0,0,0,1,0,0.0,0.35,0.35,0.0,0.35,d3d774cc,2.9,0,12,2,16.7,4.2,0.7,0.0,0.0,0,0,d3d774cc,2.9,,,,,,,,,,,,,,,1,,,,,,d3d774cc,2.9,,,,,,,,,,,,,,,,,,,,,d3d774cc,2.9,,0,,,,,,,,,,,0,,,,d3d774cc,Marc Guiu__Chelsea
Angus Gunn,sct SCO,GK,Nottingham,29,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e082af5b,0.5,0,0,0,,0.0,0.0,,,0,0,e082af5b,0.5,,,,,,,,,,,,,,,0,,,,,,e082af5b,0.5,,,,,,,,,,,,,,,,,,,,,e082af5b,0.5,,0,,,,,,,,,,,0,,,,e082af5b,Angus Gunn__Nottingham
Malo Gusto,fr FRA,DFMF,Chelsea,22,2003,34,26,2261,25.1,2,3,5,2,0,0,5,1,0.08,0.12,0.2,0.08,0.2,d56b9520,25.1,2,12,6,50.0,0.48,0.24,0.17,0.33,0,0,d56b9520,25.1,,,,,,,,,,,,,,,3,,,,,,d56b9520,25.1,,,,,,,,,,,,,,,,,,,,,d56b9520,25.1,,23,,,,,,,,,,,30,,,,d56b9520,Malo Gusto__Chelsea
Joško Gvardiol,hr CRO,DF,Manchester City,23,2002,18,16,1372,15.2,2,2,4,2,0,0,2,0,0.13,0.13,0.26,0.13,0.26,5ad50391,15.2,2,17,6,35.3,1.12,0.39,0.12,0.33,0,0,5ad50391,15.2,,,,,,,,,,,,,,,2,,,,,,5ad50391,15.2,,,,,,,,,,,,,,,,,,,,,5ad50391,15.2,,13,,,,,,,,,,,16,,,,5ad50391,Joško Gvardiol__Manchester City
Viktor Gyökeres,se SWE,FW,Arsenal,27,1998,36,26,2224,24.7,14,1,15,11,3,3,5,0,0.57,0.04,0.61,0.45,0.49,4d5a9185,24.7,14,55,22,40.0,2.23,0.89,0.25,0.64,3,3,4d5a9185,24.7,,,,,,,,,,,,,,,1,,,,,,4d5a9185,24.7,,,,,,,,,,,,,,,,,,,,,4d5a9185,24.7,,5,,,,,,,,,,,1,,,,4d5a9185,Viktor Gyökeres__Arsenal
Erling Haaland,no NOR,FW,Manchester City,25,2000,35,34,2953,32.8,27,8,35,24,3,4,2,0,0.82,0.24,1.07,0.73,0.98,1f44ac21,32.8,27,126,59,46.8,3.84,1.8,0.21,0.46,3,4,1f44ac21,32.8,,,,,,,,,,,,,,,8,,,,,,1f44ac21,32.8,,,,,,,,,,,,,,,,,,,,,1f44ac21,32.8,,7,,,,,,,,,,,4,,,,1f44ac21,Erling Haaland__Manchester City
Lewis Hall,eng ENG,DF,Newcastle,20,2004,30,24,2181,24.2,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,da011f18,24.2,1,25,6,24.0,1.03,0.25,0.04,0.17,0,0,da011f18,24.2,,,,,,,,,,,,,,,1,,,,,,da011f18,24.2,,,,,,,,,,,,,,,,,,,,,da011f18,24.2,,31,,,,,,,,,,,29,,,,da011f18,Lewis Hall__Newcastle
Jack Harrison,eng ENG,FW,Leeds United,28,1996,11,1,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,aa849a12,3.0,0,6,2,33.3,2.01,0.67,0.0,0.0,0,0,aa849a12,3.0,,,,,,,,,,,,,,,0,,,,,,aa849a12,3.0,,,,,,,,,,,,,,,,,,,,,aa849a12,3.0,,2,,,,,,,,,,,4,,,,aa849a12,Jack Harrison__Leeds United
Quilindschy Hartman,nl NED,DF,Burnley,23,2001,21,21,1825,20.3,0,5,5,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,39e1138f,20.3,0,9,3,33.3,0.44,0.15,0.0,0.0,0,0,39e1138f,20.3,,,,,,,,,,,,,,,5,,,,,,39e1138f,20.3,,,,,,,,,,,,,,,,,,,,,39e1138f,20.3,,31,,,,,,,,,,,32,,,,39e1138f,Quilindschy Hartman__Burnley
Jorrel Hato,nl NED,DF,Chelsea,19,2006,22,12,1148,12.8,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,bde35051,12.8,0,4,0,0.0,0.31,0.0,0.0,,0,0,bde35051,12.8,,,,,,,,,,,,,,,0,,,,,,bde35051,12.8,,,,,,,,,,,,,,,,,,,,,bde35051,12.8,,19,,,,,,,,,,,17,,,,bde35051,Jorrel Hato__Chelsea
Kai Havertz,de GER,FWMF,Arsenal,26,1999,12,7,581,6.5,2,3,5,2,0,0,1,0,0.31,0.46,0.77,0.31,0.77,fed7cb61,6.5,2,18,4,22.2,2.79,0.62,0.11,0.5,0,0,fed7cb61,6.5,,,,,,,,,,,,,,,3,,,,,,fed7cb61,6.5,,,,,,,,,,,,,,,,,,,,,fed7cb61,6.5,,5,,,,,,,,,,,1,,,,fed7cb61,Kai Havertz__Arsenal
Ayden Heaven,eng ENG,DF,Manchester Utd,18,2006,17,11,924,10.3,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,64e17fab,10.3,0,3,0,0.0,0.29,0.0,0.0,,0,0,64e17fab,10.3,,,,,,,,,,,,,,,1,,,,,,64e17fab,10.3,,,,,,,,,,,,,,,,,,,,,64e17fab,10.3,,13,,,,,,,,,,,1,,,,64e17fab,Ayden Heaven__Manchester Utd
Jan Paul van Hecke,nl NED,DF,Brighton,25,2000,36,36,3210,35.7,3,3,6,3,0,0,9,0,0.08,0.08,0.17,0.08,0.17,4fd08daa,35.7,3,23,10,43.5,0.64,0.28,0.13,0.3,0,0,4fd08daa,35.7,,,,,,,,,,,,,,,3,,,,,,4fd08daa,35.7,,,,,,,,,,,,,,,,,,,,,4fd08daa,35.7,,31,,,,,,,,,,,45,,,,4fd08daa,Jan Paul van Hecke__Brighton
Hwang Hee-chan,kr KOR,FWMF,Wolves,29,1996,26,18,1446,16.1,2,2,4,1,1,1,5,0,0.12,0.12,0.25,0.06,0.19,169fd162,16.1,2,19,6,31.6,1.18,0.37,0.11,0.33,1,1,169fd162,16.1,,,,,,,,,,,,,,,2,,,,,,169fd162,16.1,,,,,,,,,,,,,,,,,,,,,169fd162,16.1,,4,,,,,,,,,,,12,,,,169fd162,Hwang Hee-chan__Wolves
George Hemmings,eng ENG,MF,Aston Villa,18,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28795530,0.3,0,1,0,0.0,3.33,0.0,0.0,,0,0,28795530,0.3,,,,,,,,,,,,,,,0,,,,,,28795530,0.3,,,,,,,,,,,,,,,,,,,,,28795530,0.3,,0,,,,,,,,,,,0,,,,28795530,George Hemmings__Aston Villa
Dean Henderson,eng ENG,GK,Crystal Palace,28,1997,37,37,3330,37.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,e5a76dfe,37.0,0,0,0,,0.0,0.0,,,0,0,e5a76dfe,37.0,,,,,,,,,,,,,,,0,,,,,,e5a76dfe,37.0,,,,,,,,,,,,,,,,,,,,,e5a76dfe,37.0,,0,,,,,,,,,,,1,,,,e5a76dfe,Dean Henderson__Crystal Palace
Jordan Henderson,eng ENG,MF,Brentford,35,1990,32,22,1919,21.3,1,3,4,1,0,0,6,0,0.05,0.14,0.19,0.05,0.19,935e6b8f,21.3,1,6,1,16.7,0.28,0.05,0.17,1.0,0,0,935e6b8f,21.3,,,,,,,,,,,,,,,3,,,,,,935e6b8f,21.3,,,,,,,,,,,,,,,,,,,,,935e6b8f,21.3,,14,,,,,,,,,,,16,,,,935e6b8f,Jordan Henderson__Brentford
Rico Henry,jm JAM,DF,Brentford,28,1997,25,14,1328,14.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,8a3c1dc7,14.8,0,5,0,0.0,0.34,0.0,0.0,,0,0,8a3c1dc7,14.8,,,,,,,,,,,,,,,1,,,,,,8a3c1dc7,14.8,,,,,,,,,,,,,,,,,,,,,8a3c1dc7,14.8,,11,,,,,,,,,,,7,,,,8a3c1dc7,Rico Henry__Brentford
Mads Hermansen,dk DEN,GK,West Ham,25,2000,18,18,1620,18.0,0,1,1,0,0,0,0,0,0.0,0.06,0.06,0.0,0.06,c924b17d,18.0,0,0,0,,0.0,0.0,,,0,0,c924b17d,18.0,,,,,,,,,,,,,,,1,,,,,,c924b17d,18.0,,,,,,,,,,,,,,,,,,,,,c924b17d,18.0,,0,,,,,,,,,,,0,,,,c924b17d,Mads Hermansen__West Ham
Aaron Hickey,sct SCO,DFMF,Brentford,23,2002,21,8,691,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1780bb4a,7.7,0,6,1,16.7,0.78,0.13,0.0,0.0,0,0,1780bb4a,7.7,,,,,,,,,,,,,,,0,,,,,,1780bb4a,7.7,,,,,,,,,,,,,,,,,,,,,1780bb4a,7.7,,7,,,,,,,,,,,8,,,,1780bb4a,Aaron Hickey__Brentford
James Hill,eng ENG,DF,Bournemouth,23,2002,29,22,2106,23.4,0,3,3,0,0,0,5,0,0.0,0.13,0.13,0.0,0.13,69942fb3,23.4,0,12,2,16.7,0.51,0.09,0.0,0.0,0,0,69942fb3,23.4,,,,,,,,,,,,,,,3,,,,,,69942fb3,23.4,,,,,,,,,,,,,,,,,,,,,69942fb3,23.4,,20,,,,,,,,,,,37,,,,69942fb3,James Hill__Bournemouth
Piero Hincapié,ec ECU,DF,Arsenal,23,2002,25,20,1792,19.9,1,2,3,1,0,0,2,0,0.05,0.1,0.15,0.05,0.15,0c7a48f8,19.9,1,3,2,66.7,0.15,0.1,0.33,0.5,0,0,0c7a48f8,19.9,,,,,,,,,,,,,,,2,,,,,,0c7a48f8,19.9,,,,,,,,,,,,,,,,,,,,,0c7a48f8,19.9,,26,,,,,,,,,,,26,,,,0c7a48f8,Piero Hincapié__Arsenal
