Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id
Jack Hinshelwood,eng ENG,MF,Brighton,20,2005,27,20,1741,19.3,4,3,7,4,0,0,0,0,0.21,0.16,0.36,0.21,0.36,e98211e7,19.3,4,37,15,40.5,1.91,0.78,0.11,0.27,0,0,e98211e7,19.3,,,,,,,,,,,,,,,3,,,,,,e98211e7,19.3,,,,,,,,,,,,,,,,,,,,,e98211e7,19.3,,13,,,,,,,,,,,6,,,,e98211e7,Jack Hinshelwood__Brighton
Ki-Jana Hoever,nl NED,MFDF,Wolves,23,2002,8,6,425,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9a71e978,4.7,0,1,1,100.0,0.21,0.21,0.0,0.0,0,0,9a71e978,4.7,,,,,,,,,,,,,,,0,,,,,,9a71e978,4.7,,,,,,,,,,,,,,,,,,,,,9a71e978,4.7,,11,,,,,,,,,,,5,,,,9a71e978,Ki-Jana Hoever__Wolves
Harry Howell,eng ENG,MF,Brighton,17,2008,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d8a7e52c,1.0,0,0,0,,0.0,0.0,,,0,0,d8a7e52c,1.0,,,,,,,,,,,,,,,0,,,,,,d8a7e52c,1.0,,,,,,,,,,,,,,,,,,,,,d8a7e52c,1.0,,0,,,,,,,,,,,0,,,,d8a7e52c,Harry Howell__Brighton
Callum Hudson-Odoi,eng ENG,MF,Nottingham,24,2000,30,21,1841,20.5,3,4,7,3,0,0,0,0,0.15,0.2,0.34,0.15,0.34,15f3ec41,20.5,3,30,10,33.3,1.47,0.49,0.1,0.3,0,0,15f3ec41,20.5,,,,,,,,,,,,,,,4,,,,,,15f3ec41,20.5,,,,,,,,,,,,,,,,,,,,,15f3ec41,20.5,,7,,,,,,,,,,,8,,,,15f3ec41,Callum Hudson-Odoi__Nottingham
Will Hughes,eng ENG,MF,Crystal Palace,30,1995,31,19,1571,17.5,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,a0666d3e,17.5,0,17,0,0.0,0.97,0.0,0.0,,0,0,a0666d3e,17.5,,,,,,,,,,,,,,,0,,,,,,a0666d3e,17.5,,,,,,,,,,,,,,,,,,,,,a0666d3e,17.5,,16,,,,,,,,,,,15,,,,a0666d3e,Will Hughes__Crystal Palace
Trai Hume,nir NIR,DFMF,Sunderland,23,2002,38,34,3036,33.7,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,4fa3a3a4,33.7,2,34,7,20.6,1.01,0.21,0.06,0.29,0,0,4fa3a3a4,33.7,,,,,,,,,,,,,,,1,,,,,,4fa3a3a4,33.7,,,,,,,,,,,,,,,,,,,,,4fa3a3a4,33.7,,46,,,,,,,,,,,25,,,,4fa3a3a4,Trai Hume__Sunderland
Bashir Humphreys,eng ENG,DFMF,Burnley,22,2003,20,17,1578,17.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,d2b32e91,17.5,0,9,3,33.3,0.51,0.17,0.0,0.0,0,0,d2b32e91,17.5,,,,,,,,,,,,,,,0,,,,,,d2b32e91,17.5,,,,,,,,,,,,,,,,,,,,,d2b32e91,17.5,,17,,,,,,,,,,,11,,,,d2b32e91,Bashir Humphreys__Burnley
Omari Hutchinson,eng ENG,MF,Nottingham,21,2003,31,17,1688,18.8,1,5,6,1,0,0,1,0,0.05,0.27,0.32,0.05,0.32,bd9553e6,18.8,1,25,11,44.0,1.33,0.59,0.04,0.09,0,0,bd9553e6,18.8,,,,,,,,,,,,,,,5,,,,,,bd9553e6,18.8,,,,,,,,,,,,,,,,,,,,,bd9553e6,18.8,,11,,,,,,,,,,,11,,,,bd9553e6,Omari Hutchinson__Nottingham
Igor,br BRA,DF,West Ham,27,1998,4,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,a4e85758,1.2,0,0,0,,0.0,0.0,,,0,0,a4e85758,1.2,,,,,,,,,,,,,,,0,,,,,,a4e85758,1.2,,,,,,,,,,,,,,,,,,,,,a4e85758,1.2,,0,,,,,,,,,,,1,,,,a4e85758,Igor__West Ham
Tim Iroegbunam,eng ENG,MF,Everton,22,2003,29,17,1487,16.5,0,2,2,0,0,0,9,0,0.0,0.12,0.12,0.0,0.12,84c5ceea,16.5,0,12,1,8.3,0.73,0.06,0.0,0.0,0,0,84c5ceea,16.5,,,,,,,,,,,,,,,2,,,,,,84c5ceea,16.5,,,,,,,,,,,,,,,,,,,,,84c5ceea,16.5,,44,,,,,,,,,,,22,,,,84c5ceea,Tim Iroegbunam__Everton
Andy Irving,sct SCO,MF,West Ham,25,2000,7,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b1be9fc0,1.8,0,0,0,,0.0,0.0,,,0,0,b1be9fc0,1.8,,,,,,,,,,,,,,,0,,,,,,b1be9fc0,1.8,,,,,,,,,,,,,,,,,,,,,b1be9fc0,1.8,,4,,,,,,,,,,,1,,,,b1be9fc0,Andy Irving__West Ham
Alexander Isak,se SWE,FW,Liverpool,25,1999,14,8,699,7.8,3,1,4,3,0,0,0,0,0.39,0.13,0.52,0.39,0.52,8e92be30,7.8,3,17,6,35.3,2.19,0.77,0.18,0.5,0,0,8e92be30,7.8,,,,,,,,,,,,,,,1,,,,,,8e92be30,7.8,,,,,,,,,,,,,,,,,,,,,8e92be30,7.8,,6,,,,,,,,,,,0,,,,8e92be30,Alexander Isak__Liverpool
Wilson Isidor,ht HAI,FW,Sunderland,24,2000,32,11,1165,12.9,6,0,6,6,0,0,1,0,0.46,0.0,0.46,0.46,0.46,a671316d,12.9,6,43,17,39.5,3.32,1.31,0.14,0.35,0,0,a671316d,12.9,,,,,,,,,,,,,,,0,,,,,,a671316d,12.9,,,,,,,,,,,,,,,,,,,,,a671316d,12.9,,8,,,,,,,,,,,2,,,,a671316d,Wilson Isidor__Sunderland
Alex Iwobi,ng NGA,MF,Fulham,29,1996,29,29,2419,26.9,4,3,7,4,0,0,3,0,0.15,0.11,0.26,0.15,0.26,6ca5ec4b,26.9,4,39,15,38.5,1.45,0.56,0.1,0.27,0,0,6ca5ec4b,26.9,,,,,,,,,,,,,,,3,,,,,,6ca5ec4b,26.9,,,,,,,,,,,,,,,,,,,,,6ca5ec4b,26.9,,18,,,,,,,,,,,15,,,,6ca5ec4b,Alex Iwobi__Fulham
Daniel James,wls WAL,FWMF,Leeds United,27,1997,19,6,559,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,c931d9f9,6.2,0,14,3,21.4,2.25,0.48,0.0,0.0,0,0,c931d9f9,6.2,,,,,,,,,,,,,,,0,,,,,,c931d9f9,6.2,,,,,,,,,,,,,,,,,,,,,c931d9f9,6.2,,5,,,,,,,,,,,1,,,,c931d9f9,Daniel James__Leeds United
Reece James,eng ENG,DFMF,Chelsea,25,1999,29,20,1963,21.8,2,4,6,2,0,0,4,0,0.09,0.18,0.28,0.09,0.28,1265a93a,21.8,2,22,7,31.8,1.01,0.32,0.09,0.29,0,0,1265a93a,21.8,,,,,,,,,,,,,,,4,,,,,,1265a93a,21.8,,,,,,,,,,,,,,,,,,,,,1265a93a,21.8,,33,,,,,,,,,,,32,,,,1265a93a,Reece James__Chelsea
Vitaly Janelt,de GER,MF,Brentford,27,1998,25,15,1443,16.0,1,4,5,1,0,0,8,0,0.06,0.25,0.31,0.06,0.31,8449d35e,16.0,1,12,3,25.0,0.75,0.19,0.08,0.33,0,0,8449d35e,16.0,,,,,,,,,,,,,,,4,,,,,,8449d35e,16.0,,,,,,,,,,,,,,,,,,,,,8449d35e,16.0,,17,,,,,,,,,,,27,,,,8449d35e,Vitaly Janelt__Brentford
Mathias Jensen,dk DEN,MF,Brentford,29,1996,36,26,2247,25.0,3,1,4,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,0f134faf,25.0,3,29,8,27.6,1.16,0.32,0.1,0.38,0,0,0f134faf,25.0,,,,,,,,,,,,,,,1,,,,,,0f134faf,25.0,,,,,,,,,,,,,,,,,,,,,0f134faf,25.0,,23,,,,,,,,,,,21,,,,0f134faf,Mathias Jensen__Brentford
Gabriel Jesus,br BRA,FW,Arsenal,28,1997,14,3,429,4.8,3,0,3,3,0,0,3,0,0.63,0.0,0.63,0.63,0.63,b66315ae,4.8,3,19,12,63.2,3.99,2.52,0.16,0.25,0,0,b66315ae,4.8,,,,,,,,,,,,,,,0,,,,,,b66315ae,4.8,,,,,,,,,,,,,,,,,,,,,b66315ae,4.8,,0,,,,,,,,,,,2,,,,b66315ae,Gabriel Jesus__Arsenal
Igor Jesus,br BRA,FW,Nottingham,24,2001,37,28,2298,25.5,6,4,10,5,1,1,2,0,0.23,0.16,0.39,0.2,0.35,dbe24cce,25.5,6,70,21,30.0,2.74,0.82,0.09,0.29,1,1,dbe24cce,25.5,,,,,,,,,,,,,,,4,,,,,,dbe24cce,25.5,,,,,,,,,,,,,,,,,,,,,dbe24cce,25.5,,16,,,,,,,,,,,2,,,,dbe24cce,Igor Jesus__Nottingham
Álex Jiménez,es ESP,DFMF,Bournemouth,20,2005,31,26,2317,25.7,1,0,1,1,0,0,10,0,0.04,0.0,0.04,0.04,0.04,faa13947,25.7,1,21,4,19.0,0.82,0.16,0.05,0.25,0,0,faa13947,25.7,,,,,,,,,,,,,,,0,,,,,,faa13947,25.7,,,,,,,,,,,,,,,,,,,,,faa13947,25.7,,45,,,,,,,,,,,27,,,,faa13947,Álex Jiménez__Bournemouth
Raúl Jiménez,mx MEX,FW,Fulham,34,1991,36,27,2189,24.3,9,3,12,5,4,4,5,0,0.37,0.12,0.49,0.21,0.33,b561db50,24.3,9,73,18,24.7,3.0,0.74,0.12,0.5,4,4,b561db50,24.3,,,,,,,,,,,,,,,3,,,,,,b561db50,24.3,,,,,,,,,,,,,,,,,,,,,b561db50,24.3,,20,,,,,,,,,,,7,,,,b561db50,Raúl Jiménez__Fulham
Jamaldeen Jimoh,eng ENG,MF,Aston Villa,18,2006,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1e711234,0.1,0,0,0,,0.0,0.0,,,0,0,1e711234,0.1,,,,,,,,,,,,,,,0,,,,,,1e711234,0.1,,,,,,,,,,,,,,,,,,,,,1e711234,0.1,,0,,,,,,,,,,,0,,,,1e711234,Jamaldeen Jimoh__Aston Villa
João Pedro,br BRA,FWMF,Chelsea,23,2001,35,31,2661,29.6,15,5,20,15,0,0,5,0,0.51,0.17,0.68,0.51,0.68,e8832875,29.6,15,73,28,38.4,2.47,0.95,0.21,0.54,0,0,e8832875,29.6,,,,,,,,,,,,,,,5,,,,,,e8832875,29.6,,,,,,,,,,,,,,,,,,,,,e8832875,29.6,,17,,,,,,,,,,,6,,,,e8832875,João Pedro__Chelsea
Joelinton,br BRA,MF,Newcastle,28,1996,27,23,1951,21.7,2,1,3,2,0,0,10,0,0.09,0.05,0.14,0.09,0.14,c17bfb65,21.7,2,32,11,34.4,1.48,0.51,0.06,0.18,0,0,c17bfb65,21.7,,,,,,,,,,,,,,,1,,,,,,c17bfb65,21.7,,,,,,,,,,,,,,,,,,,,,c17bfb65,21.7,,23,,,,,,,,,,,28,,,,c17bfb65,Joelinton__Newcastle
John,br BRA,GK,Nottingham,29,1996,5,5,437,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,33a235af,4.9,0,0,0,,0.0,0.0,,,0,0,33a235af,4.9,,,,,,,,,,,,,,,0,,,,,,33a235af,4.9,,,,,,,,,,,,,,,,,,,,,33a235af,4.9,,0,,,,,,,,,,,0,,,,33a235af,John__Nottingham
Brennan Johnson,wls WAL,MFFW,Tottenham,24,2001,16,6,610,6.8,2,0,2,2,0,0,2,0,0.3,0.0,0.3,0.3,0.3,0cd31129,6.8,2,6,2,33.3,0.89,0.3,0.33,1.0,0,0,0cd31129,6.8,,,,,,,,,,,,,,,0,,,,,,0cd31129,6.8,,,,,,,,,,,,,,,,,,,,,0cd31129,6.8,,9,,,,,,,,,,,2,,,,0cd31129,Brennan Johnson__Tottenham
Brennan Johnson,wls WAL,MFFW,Crystal Palace,24,2001,18,13,1112,12.4,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,0cd31129,12.4,0,17,3,17.6,1.38,0.24,0.0,0.0,0,0,0cd31129,12.4,,,,,,,,,,,,,,,1,,,,,,0cd31129,12.4,,,,,,,,,,,,,,,,,,,,,0cd31129,12.4,,7,,,,,,,,,,,2,,,,0cd31129,Brennan Johnson__Crystal Palace
Sam Johnstone,eng ENG,GK,Wolves,32,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9e5708be,12.0,0,0,0,,0.0,0.0,,,0,0,9e5708be,12.0,,,,,,,,,,,,,,,0,,,,,,9e5708be,12.0,,,,,,,,,,,,,,,,,,,,,9e5708be,12.0,,1,,,,,,,,,,,0,,,,9e5708be,Sam Johnstone__Wolves
Curtis Jones,eng ENG,MFDF,Liverpool,24,2001,34,18,1937,21.5,1,2,3,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14,4fb9c88f,21.5,1,22,7,31.8,1.02,0.33,0.05,0.14,0,0,4fb9c88f,21.5,,,,,,,,,,,,,,,2,,,,,,4fb9c88f,21.5,,,,,,,,,,,,,,,,,,,,,4fb9c88f,21.5,,23,,,,,,,,,,,18,,,,4fb9c88f,Curtis Jones__Liverpool
Eli Junior Kroupi,fr FRA,MFFW,Bournemouth,19,2006,33,21,1672,18.6,13,0,13,11,2,2,5,0,0.7,0.0,0.7,0.59,0.59,b2fe86e5,18.6,13,52,22,42.3,2.8,1.18,0.25,0.59,2,2,b2fe86e5,18.6,,,,,,,,,,,,,,,0,,,,,,b2fe86e5,18.6,,,,,,,,,,,,,,,,,,,,,b2fe86e5,18.6,,6,,,,,,,,,,,9,,,,b2fe86e5,Eli Junior Kroupi__Bournemouth
Hamed Junior Traorè,ci CIV,MF,Bournemouth,25,2000,1,0,17,0.2,0,1,1,0,0,0,0,0,0.0,5.29,5.29,0.0,5.29,570bb4b9,0.2,0,0,0,,0.0,0.0,,,0,0,570bb4b9,0.2,,,,,,,,,,,,,,,1,,,,,,570bb4b9,0.2,,,,,,,,,,,,,,,,,,,,,570bb4b9,0.2,,0,,,,,,,,,,,0,,,,570bb4b9,Hamed Junior Traorè__Bournemouth
James Justin,eng ENG,DFMF,Leeds United,27,1998,29,21,1901,21.1,2,1,3,2,0,0,4,0,0.09,0.05,0.14,0.09,0.14,fb614c44,21.1,2,24,6,25.0,1.14,0.28,0.08,0.33,0,0,fb614c44,21.1,,,,,,,,,,,,,,,1,,,,,,fb614c44,21.1,,,,,,,,,,,,,,,,,,,,,fb614c44,21.1,,38,,,,,,,,,,,26,,,,fb614c44,James Justin__Leeds United
Filip Jørgensen,dk DEN,GK,Chelsea,23,2002,5,3,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0107757e,4.2,0,0,0,,0.0,0.0,,,0,0,0107757e,4.2,,,,,,,,,,,,,,,0,,,,,,0107757e,4.2,,,,,,,,,,,,,,,,,,,,,0107757e,4.2,,0,,,,,,,,,,,1,,,,0107757e,Filip Jørgensen__Chelsea
Ferdi Kadioglu,tr TUR,DFMF,Brighton,25,1999,37,34,3133,34.8,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,66c52a77,34.8,1,28,13,46.4,0.8,0.37,0.04,0.08,0,0,66c52a77,34.8,,,,,,,,,,,,,,,0,,,,,,66c52a77,34.8,,,,,,,,,,,,,,,,,,,,,66c52a77,34.8,,39,,,,,,,,,,,25,,,,66c52a77,Ferdi Kadioglu__Brighton
Saša Kalajdžić,at AUT,FWMF,Wolves,28,1997,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15f24fe7,0.2,0,0,0,,0.0,0.0,,,0,0,15f24fe7,0.2,,,,,,,,,,,,,,,0,,,,,,15f24fe7,0.2,,,,,,,,,,,,,,,,,,,,,15f24fe7,0.2,,0,,,,,,,,,,,0,,,,15f24fe7,Saša Kalajdžić__Wolves
Arnaud Kalimuendo,fr FRA,FW,Nottingham,23,2002,9,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,bf4c41f9,1.1,0,4,1,25.0,3.75,0.94,0.0,0.0,0,0,bf4c41f9,1.1,,,,,,,,,,,,,,,0,,,,,,bf4c41f9,1.1,,,,,,,,,,,,,,,,,,,,,bf4c41f9,1.1,,1,,,,,,,,,,,0,,,,bf4c41f9,Arnaud Kalimuendo__Nottingham
Daichi Kamada,jp JPN,MF,Crystal Palace,28,1996,28,22,1902,21.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,15b287da,21.1,0,19,4,21.1,0.9,0.19,0.0,0.0,0,0,15b287da,21.1,,,,,,,,,,,,,,,0,,,,,,15b287da,21.1,,,,,,,,,,,,,,,,,,,,,15b287da,21.1,,35,,,,,,,,,,,14,,,,15b287da,Daichi Kamada__Crystal Palace
Boubacar Kamara,fr FRA,MF,Aston Villa,25,1999,18,17,1411,15.7,1,3,4,1,0,0,5,0,0.06,0.19,0.26,0.06,0.26,cc77354e,15.7,1,7,4,57.1,0.45,0.26,0.14,0.25,0,0,cc77354e,15.7,,,,,,,,,,,,,,,3,,,,,,cc77354e,15.7,,,,,,,,,,,,,,,,,,,,,cc77354e,15.7,,16,,,,,,,,,,,15,,,,cc77354e,Boubacar Kamara__Aston Villa
Mohamadou Kanté,fr FRA,MF,West Ham,19,2005,11,0,75,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0041f3e6,0.8,0,2,0,0.0,2.4,0.0,0.0,,0,0,0041f3e6,0.8,,,,,,,,,,,,,,,0,,,,,,0041f3e6,0.8,,,,,,,,,,,,,,,,,,,,,0041f3e6,0.8,,4,,,,,,,,,,,0,,,,0041f3e6,Mohamadou Kanté__West Ham
Michael Kayode,it ITA,DF,Brentford,21,2004,37,37,3258,36.2,1,1,2,1,0,0,8,0,0.03,0.03,0.06,0.03,0.06,e19660a8,36.2,1,9,3,33.3,0.25,0.08,0.11,0.33,0,0,e19660a8,36.2,,,,,,,,,,,,,,,1,,,,,,e19660a8,36.2,,,,,,,,,,,,,,,,,,,,,e19660a8,36.2,,47,,,,,,,,,,,39,,,,e19660a8,Michael Kayode__Brentford
Michael Keane,eng ENG,DF,Everton,32,1993,33,29,2591,28.8,3,1,4,3,0,0,1,1,0.1,0.03,0.14,0.1,0.14,c5b7c315,28.8,3,27,7,25.9,0.94,0.24,0.11,0.43,0,0,c5b7c315,28.8,,,,,,,,,,,,,,,1,,,,,,c5b7c315,28.8,,,,,,,,,,,,,,,,,,,,,c5b7c315,28.8,,24,,,,,,,,,,,37,,,,c5b7c315,Michael Keane__Everton
Caoimhín Kelleher,ie IRL,GK,Brentford,26,1998,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,62d7ef38,37.0,0,0,0,,0.0,0.0,,,0,0,62d7ef38,37.0,,,,,,,,,,,,,,,0,,,,,,62d7ef38,37.0,,,,,,,,,,,,,,,,,,,,,62d7ef38,37.0,,0,,,,,,,,,,,1,,,,62d7ef38,Caoimhín Kelleher__Brentford
Milos Kerkez,hu HUN,DF,Liverpool,21,2003,34,27,2257,25.1,2,1,3,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12,0ad53bdc,25.1,2,9,2,22.2,0.36,0.08,0.22,1.0,0,0,0ad53bdc,25.1,,,,,,,,,,,,,,,1,,,,,,0ad53bdc,25.1,,,,,,,,,,,,,,,,,,,,,0ad53bdc,25.1,,26,,,,,,,,,,,15,,,,0ad53bdc,Milos Kerkez__Liverpool
Kevin,br BRA,MF,Fulham,22,2003,26,9,1041,11.6,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,93508980,11.6,1,25,10,40.0,2.16,0.86,0.04,0.1,0,0,93508980,11.6,,,,,,,,,,,,,,,1,,,,,,93508980,11.6,,,,,,,,,,,,,,,,,,,,,93508980,11.6,,10,,,,,,,,,,,9,,,,93508980,Kevin__Fulham
Abdukodir Khusanov,uz UZB,DF,Manchester City,21,2004,21,15,1432,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,d17ce930,15.9,0,7,1,14.3,0.44,0.06,0.0,0.0,0,0,d17ce930,15.9,,,,,,,,,,,,,,,0,,,,,,d17ce930,15.9,,,,,,,,,,,,,,,,,,,,,d17ce930,15.9,,20,,,,,,,,,,,29,,,,d17ce930,Abdukodir Khusanov__Manchester City
Max Kilman,eng ENG,DF,West Ham,28,1997,21,17,1561,17.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,d0f72bf1,17.3,0,7,1,14.3,0.4,0.06,0.0,0.0,0,0,d0f72bf1,17.3,,,,,,,,,,,,,,,0,,,,,,d0f72bf1,17.3,,,,,,,,,,,,,,,,,,,,,d0f72bf1,17.3,,8,,,,,,,,,,,6,,,,d0f72bf1,Max Kilman__West Ham
Joshua King,eng ENG,MF,Fulham,18,2007,32,15,1308,14.5,1,2,3,1,0,0,4,0,0.07,0.14,0.21,0.07,0.21,86109b3b,14.5,1,26,11,42.3,1.79,0.76,0.04,0.09,0,0,86109b3b,14.5,,,,,,,,,,,,,,,2,,,,,,86109b3b,14.5,,,,,,,,,,,,,,,,,,,,,86109b3b,14.5,,12,,,,,,,,,,,3,,,,86109b3b,Joshua King__Fulham
Antonín Kinský,cz CZE,GK,Tottenham,22,2003,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,b38ac6a4,7.0,0,0,0,,0.0,0.0,,,0,0,b38ac6a4,7.0,,,,,,,,,,,,,,,0,,,,,,b38ac6a4,7.0,,,,,,,,,,,,,,,,,,,,,b38ac6a4,7.0,,0,,,,,,,,,,,0,,,,b38ac6a4,Antonín Kinský__Tottenham
Justin Kluivert,nl NED,MF,Bournemouth,26,1999,20,10,952,10.6,2,0,2,2,0,0,5,0,0.19,0.0,0.19,0.19,0.19,4c3a6744,10.6,2,17,4,23.5,1.61,0.38,0.12,0.5,0,0,4c3a6744,10.6,,,,,,,,,,,,,,,0,,,,,,4c3a6744,10.6,,,,,,,,,,,,,,,,,,,,,4c3a6744,10.6,,7,,,,,,,,,,,4,,,,4c3a6744,Justin Kluivert__Bournemouth
Joe Knight,eng ENG,MF,Brighton,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16168a0f,0.0,0,0,0,,0.0,0.0,,,0,0,16168a0f,0.0,,,,,,,,,,,,,,,0,,,,,,16168a0f,0.0,,,,,,,,,,,,,,,,,,,,,16168a0f,0.0,,0,,,,,,,,,,,0,,,,16168a0f,Joe Knight__Brighton
Randal Kolo Muani,fr FRA,FWMF,Tottenham,26,1998,30,21,1664,18.5,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,c0b3669f,18.5,1,20,4,20.0,1.08,0.22,0.05,0.25,0,0,c0b3669f,18.5,,,,,,,,,,,,,,,1,,,,,,c0b3669f,18.5,,,,,,,,,,,,,,,,,,,,,c0b3669f,18.5,,16,,,,,,,,,,,2,,,,c0b3669f,Randal Kolo Muani__Tottenham
Ibrahima Konaté,fr FRA,DF,Liverpool,26,1999,36,36,3090,34.3,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,5ed9b537,34.3,1,12,4,33.3,0.35,0.12,0.08,0.25,0,0,5ed9b537,34.3,,,,,,,,,,,,,,,0,,,,,,5ed9b537,34.3,,,,,,,,,,,,,,,,,,,,,5ed9b537,34.3,,31,,,,,,,,,,,28,,,,5ed9b537,Ibrahima Konaté__Liverpool
Ezri Konsa,eng ENG,DF,Aston Villa,27,1997,34,34,3035,33.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0313a347,33.7,0,11,2,18.2,0.33,0.06,0.0,0.0,0,0,0313a347,33.7,,,,,,,,,,,,,,,0,,,,,,0313a347,33.7,,,,,,,,,,,,,,,,,,,,,0313a347,33.7,,8,,,,,,,,,,,22,,,,0313a347,Ezri Konsa__Aston Villa
Charalampos Kostoulas,gr GRE,FW,Brighton,18,2007,21,2,369,4.1,2,1,3,2,0,0,2,0,0.49,0.24,0.73,0.49,0.73,816010c4,4.1,2,21,8,38.1,5.12,1.95,0.1,0.25,0,0,816010c4,4.1,,,,,,,,,,,,,,,1,,,,,,816010c4,4.1,,,,,,,,,,,,,,,,,,,,,816010c4,4.1,,6,,,,,,,,,,,1,,,,816010c4,Charalampos Kostoulas__Brighton
Mateo Kovačić,hr CRO,MF,Manchester City,31,1994,6,1,130,1.4,0,1,1,0,0,0,0,0,0.0,0.69,0.69,0.0,0.69,79c0821a,1.4,0,2,0,0.0,1.38,0.0,0.0,,0,0,79c0821a,1.4,,,,,,,,,,,,,,,1,,,,,,79c0821a,1.4,,,,,,,,,,,,,,,,,,,,,79c0821a,1.4,,1,,,,,,,,,,,2,,,,79c0821a,Mateo Kovačić__Manchester City
Emil Krafth,se SWE,DF,Newcastle,30,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,77cf6852,0.5,0,0,0,,0.0,0.0,,,0,0,77cf6852,0.5,,,,,,,,,,,,,,,0,,,,,,77cf6852,0.5,,,,,,,,,,,,,,,,,,,,,77cf6852,0.5,,0,,,,,,,,,,,0,,,,77cf6852,Emil Krafth__Newcastle
Ladislav Krejčí,cz CZE,DFMF,Wolves,26,1999,28,27,2356,26.2,2,1,3,2,0,0,5,1,0.08,0.04,0.11,0.08,0.11,5b5c2228,26.2,2,21,10,47.6,0.8,0.38,0.1,0.2,0,0,5b5c2228,26.2,,,,,,,,,,,,,,,1,,,,,,5b5c2228,26.2,,,,,,,,,,,,,,,,,,,,,5b5c2228,26.2,,21,,,,,,,,,,,32,,,,5b5c2228,Ladislav Krejčí__Wolves
Mohammed Kudus,gh GHA,MFFW,Tottenham,24,2000,19,19,1535,17.1,2,5,7,2,0,0,3,0,0.12,0.29,0.41,0.12,0.41,b62878a5,17.1,2,26,9,34.6,1.52,0.53,0.08,0.22,0,0,b62878a5,17.1,,,,,,,,,,,,,,,5,,,,,,b62878a5,17.1,,,,,,,,,,,,,,,,,,,,,b62878a5,17.1,,17,,,,,,,,,,,3,,,,b62878a5,Mohammed Kudus__Tottenham
