stint_id,Gls/90,Ast/90,Sh/90,SoT%,G/Sh,G/SoT,TklW/90,Int/90,TklWInt/90
Morato__Nottingham,0.06711409395973154,0.0,0.33557046979865773,40.0,0.2,0.5,1.2080536912751678,0.7382550335570469,1.9463087248322146
Cristhian Mosquera__Arsenal,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,1.9090909090909092,0.7272727272727273,2.6363636363636362
Yerson Mosquera__Wolves,0.0,0.0,1.2658227848101267,20.0,0.0,0.0,1.518987341772152,1.0548523206751055,2.5738396624472575
Mason Mount__Manchester Utd,0.2654867256637168,0.0,1.6814159292035398,26.3,0.16,0.6,1.1504424778761062,0.7964601769911503,1.9469026548672566
Nordi Mukiele__Sunderland,0.0970873786407767,0.0970873786407767,0.8414239482200647,15.4,0.12,0.75,1.4563106796116505,1.197411003236246,2.6537216828478964
Marshall Munetsi__Wolves,0.10309278350515465,0.10309278350515465,1.4432989690721651,42.9,0.07,0.17,1.3402061855670104,0.5154639175257733,1.8556701030927836
Rodrigo Muniz__Fulham,0.0900900900900901,0.0900900900900901,2.882882882882883,15.6,0.03,0.2,0.2702702702702703,0.1801801801801802,0.45045045045045046
Daniel Muñoz__Crystal Palace,0.149812734082397,0.11235955056179775,0.9737827715355806,46.2,0.15,0.33,1.797752808988764,0.898876404494382,2.696629213483146
Murillo__Nottingham,0.04219409282700422,0.0,0.4641350210970464,36.4,0.09,0.25,0.9704641350210971,1.2236286919831223,2.1940928270042193
Jacob Murphy__Newcastle,0.16666666666666666,0.1111111111111111,2.3333333333333335,31.0,0.07,0.23,0.6666666666666666,0.3333333333333333,1.0
Vitaliy Mykolenko__Everton,0.0,0.030395136778115502,0.27355623100303955,22.2,0.0,0.0,0.7598784194528876,0.8206686930091186,1.580547112462006
David Møller Wolfe__Wolves,0.0,0.17094017094017094,0.25641025641025644,0.0,0.0,0.0,0.4273504273504274,0.5982905982905983,1.0256410256410258
Iliman Ndiaye__Everton,0.1941747572815534,0.0970873786407767,1.3915857605177995,51.2,0.14,0.27,1.2944983818770228,0.5501618122977346,1.8446601941747574
Dan Ndoye__Nottingham,0.07692307692307693,0.07692307692307693,1.1538461538461537,26.7,0.07,0.25,0.8461538461538461,0.7692307692307693,1.6153846153846154
Pedro Neto__Chelsea,0.17123287671232876,0.20547945205479454,1.5753424657534247,28.3,0.11,0.38,0.3767123287671233,0.20547945205479454,0.5821917808219178
Lukas Nmecha__Leeds United,0.5,0.08333333333333333,2.5,53.3,0.2,0.38,0.5833333333333334,0.25,0.8333333333333334
Matheus Nunes__Manchester City,0.031446540880503145,0.15723270440251572,0.22012578616352202,28.6,0.14,0.5,1.2893081761006289,0.9119496855345912,2.20125786163522
Jake O'Brien__Everton,0.02881844380403458,0.02881844380403458,0.37463976945244953,46.2,0.08,0.17,0.9221902017291066,0.37463976945244953,1.296829971181556
Nico O'Reilly__Manchester City,0.17006802721088435,0.10204081632653061,1.3945578231292517,36.6,0.12,0.33,1.2244897959183674,0.6802721088435374,1.9047619047619049
